PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,RelSpeed,SpinRate,SpinAxis,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,HorzApprAngle,PlateLocHeight,PlateLocSide,ExitSpeed,Angle,Direction,Distance,Level,GameID,PitchUID,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence
261,9/13/2025,26:28.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,74.83528,1511.44464,229.815952,6.16128,1.23022,6.33619,12.54568,12.92894,-9.886344,0.176347,0.278,0.31084,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2a3805f0-90cf-11f0-b482-5d1185df5079,High,High,High
262,9/13/2025,26:40.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,84.70098,1936.697825,193.148107,6.45681,1.03519,5.80436,20.33434,4.4276,-4.685076,-0.226561,3.90334,0.45562,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,31cb1c30-90cf-11f0-b482-5d1185df5079,High,High,High
263,9/13/2025,27:10.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.45859,2100.480683,224.823938,6.4153,0.65079,6.29121,17.27737,15.87769,-7.158027,-0.78195,1.64885,-1.39217,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,434dd650-90cf-11f0-b482-5d1185df5079,High,High,High
264,9/13/2025,27:23.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.11979,2044.35185,222.302633,6.36484,0.71624,6.17005,17.72489,14.90107,-6.642002,0.704826,2.14855,0.1249,78.56869,41.95252,-42.293043,276.51871,TeamExclusive,20250913-UofSanDiego-Private-2,4b555940-90cf-11f0-b482-5d1185df5079,High,High,High
265,9/13/2025,27:56.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.63352,2013.67695,189.828852,6.49234,0.58215,6.09734,21.82533,3.54988,-5.319023,-0.953033,3.12997,-0.59518,71.28081,57.573481,153.961601,,TeamExclusive,20250913-UofSanDiego-Private-2,5e7dfb30-90cf-11f0-b482-5d1185df5079,High,High,High
266,9/13/2025,28:14.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,73.90546,2258.837961,60.348749,6.11332,1.11141,5.621,-5.44894,-12.64611,-8.849257,-2.085573,2.88822,0.22226,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,69765c80-90cf-11f0-b482-5d1185df5079,High,High,High
267,9/13/2025,28:29.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,75.98175,2277.170405,58.809008,5.97824,1.02359,5.55008,-4.31024,-9.73871,-10.176018,-4.175544,1.09888,-2.0667,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,72b0e130-90cf-11f0-b482-5d1185df5079,High,High,High
268,9/13/2025,28:47.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.36631,2243.155778,216.998995,6.43881,0.55565,5.96457,20.36426,14.29253,-4.766258,0.204069,3.57258,-0.44508,77.96909,34.389655,-5.391901,275.6136,TeamExclusive,20250913-UofSanDiego-Private-2,7d5a1110-90cf-11f0-b482-5d1185df5079,High,High,High
269,9/13/2025,29:19.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.87585,2230.762738,211.785747,6.40646,0.5719,6.28434,20.84828,12.06453,-7.288036,-2.256502,1.22323,-2.51271,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,90871fd0-90cf-11f0-b482-5d1185df5079,High,High,High
270,9/13/2025,29:35.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.4444,2138.926704,213.847702,6.49425,0.56379,6.05669,19.49686,12.12729,-7.482809,0.172395,1.34171,-0.28776,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,99c59c20-90cf-11f0-b482-5d1185df5079,High,High,High
271,9/13/2025,29:52.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.83789,2189.469481,212.376259,6.39116,0.61594,6.29224,21.17981,12.53087,-6.230778,-0.97111,2.25076,-1.32215,55.73887,53.040875,116.644234,,TeamExclusive,20250913-UofSanDiego-Private-2,a43126c0-90cf-11f0-b482-5d1185df5079,High,High,High
272,9/13/2025,30:12.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,74.74494,2126.143317,25.84237,6.20772,0.70277,5.6918,-13.21339,-7.12933,-10.861373,-3.042243,1.53401,-1.53582,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,afd55870-90cf-11f0-b482-5d1185df5079,High,High,High
273,9/13/2025,30:27.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.61896,2210.978191,223.359844,6.48144,0.68878,5.99729,17.8732,15.70505,-6.223822,1.037085,2.5007,0.34066,108.97348,-20.759508,-75.663862,8.02252,TeamExclusive,20250913-UofSanDiego-Private-2,b8e01a90-90cf-11f0-b482-5d1185df5079,High,High,High
274,9/13/2025,30:56.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,75.78781,2243.516259,69.755912,6.05616,1.00227,5.72854,-0.89071,-7.20445,-10.241226,-3.46016,0.92423,-1.61929,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,ca3c8800-90cf-11f0-b482-5d1185df5079,High,High,High
275,9/13/2025,31:23.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.44018,2092.323558,212.671956,6.35166,0.78375,5.90906,17.32576,10.19253,-5.674448,0.548554,3.09043,0.44325,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,da60c390-90cf-11f0-b482-5d1185df5079,High,High,High
276,9/13/2025,31:39.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,74.50073,1499.207628,241.488067,6.12792,1.00787,6.03372,11.27646,17.29206,-6.908528,0.739175,3.31086,0.25124,80.17928,-16.164466,-2.209533,11.55666,TeamExclusive,20250913-UofSanDiego-Private-2,e3fca220-90cf-11f0-b482-5d1185df5079,High,High,High
277,9/13/2025,32:16.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,73.78724,1558.022928,233.969597,6.13783,0.9637,6.10454,12.98509,15.38316,-7.453257,1.594849,2.69475,1.155,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,f9a75b10-90cf-11f0-b482-5d1185df5079,High,High,High
278,9/13/2025,32:30.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.82955,2285.052596,215.26038,6.43934,0.53219,6.01178,20.29828,13.35772,-5.347749,1.461883,3.06794,0.77333,74.88753,23.40252,4.652333,237.74336,TeamExclusive,20250913-UofSanDiego-Private-2,0247c2a0-90d0-11f0-b482-5d1185df5079,High,High,High
279,9/13/2025,33:10.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,84.65218,2195.4071,221.727969,6.33301,2.18202,5.65183,15.64202,12.59808,-6.895386,-0.539822,2.1503,0.62829,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,1a169410-90d0-11f0-b482-5d1185df5079,High,High,High
280,9/13/2025,33:21.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.14549,2210.736327,221.737145,6.28163,2.0632,5.87942,16.35591,13.37513,-6.96499,1.232012,1.81057,2.09143,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,20a27380-90d0-11f0-b482-5d1185df5079,High,High,High
281,9/13/2025,33:34.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.73444,2266.759222,211.920624,6.49629,1.74553,5.71287,16.84654,9.7267,-6.522236,-1.092779,2.24478,-0.0832,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2816b720-90d0-11f0-b482-5d1185df5079,High,High,High
282,9/13/2025,33:46.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.59409,2245.520305,214.191759,6.50252,2.09187,5.85887,17.21796,10.76642,-5.723589,-2.097162,3.10438,-0.75362,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2f5ce5e0-90d0-11f0-b482-5d1185df5079,High,High,High
283,9/13/2025,33:58.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.79939,2264.825227,218.636195,6.29021,2.12656,5.55146,15.37682,11.23816,-5.857772,-1.964311,2.88606,-0.64538,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,36bdefa0-90d0-11f0-b482-5d1185df5079,High,High,High
284,9/13/2025,34:10.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.62524,2109.450156,213.922864,6.53613,2.66309,5.29629,17.51324,10.73127,-4.575719,-1.153375,4.64721,0.68717,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,3db00af0-90d0-11f0-b482-5d1185df5079,High,High,High
285,9/13/2025,34:38.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.38579,2267.944005,207.400676,6.39187,1.83273,6.07654,17.12206,8.22323,-5.37908,-2.370872,3.16505,-1.04694,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,4e84d1d0-90d0-11f0-b482-5d1185df5079,High,High,High
286,9/13/2025,34:52.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.40284,2277.986803,195.496664,6.79697,1.54949,5.75159,19.78052,5.12284,-4.521437,-1.90539,4.17372,-0.65164,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,56e5e670-90d0-11f0-b482-5d1185df5079,High,High,High
287,9/13/2025,35:06.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,71.12639,2148.237463,54.537335,6.49159,2.17299,4.72065,-10.12516,-16.90509,-11.235349,-5.144462,1.72245,-1.29792,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,5f3dac40-90d0-11f0-b482-5d1185df5079,High,High,High
288,9/13/2025,35:21.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.99713,2245.808904,199.358743,6.90758,1.35168,5.60819,20.58316,6.7102,-6.955367,0.658082,1.95674,1.40653,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,67cbeb60-90d0-11f0-b482-5d1185df5079,High,High,High
289,9/13/2025,35:35.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.32686,2214.739078,206.003147,6.79915,1.31977,5.67998,19.48285,8.78308,-7.771032,-1.175768,1.20772,-0.5085,72.1861,-12.524075,-12.01629,7.20945,TeamExclusive,20250913-UofSanDiego-Private-2,70942640-90d0-11f0-b482-5d1185df5079,High,High,High
290,9/13/2025,36:02.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,70.59028,2128.604567,45.54669,6.51164,1.84472,4.69661,-12.95583,-15.12863,-13.485818,-5.209355,-0.18545,-1.83234,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,80751740-90d0-11f0-b482-5d1185df5079,High,High,High
291,9/13/2025,36:14.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.57935,2219.26272,198.655971,6.97149,1.33073,5.68848,20.37572,6.43221,-4.671919,-0.349239,4.15451,0.46941,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,87b7eaa0-90d0-11f0-b482-5d1185df5079,High,High,High
292,9/13/2025,36:27.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,71.02956,1974.816377,42.580626,6.45022,1.92033,5.3348,-14.01225,-14.66871,-10.824515,-3.960069,2.46546,-0.56842,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8f623260-90d0-11f0-b482-5d1185df5079,High,High,High
293,9/13/2025,36:43.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.2249,2211.805062,196.703644,7.06144,0.99456,5.73805,20.12123,5.61985,-7.020534,-2.882984,2.09922,-2.16054,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,990bf3a0-90d0-11f0-b482-5d1185df5079,High,High,High
294,9/13/2025,36:57.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,68.76552,1962.721364,44.080291,6.5365,1.77387,4.87818,-13.26131,-14.86198,-10.834279,-2.716855,2.81544,0.44717,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,a1112ca0-90d0-11f0-b482-5d1185df5079,High,High,High
295,9/13/2025,37:14.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,69.70019,2023.833878,34.388491,6.57881,1.68227,4.33068,-13.68698,-10.79666,-12.546911,-3.668799,1.05861,-0.91833,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,ab906650-90d0-11f0-b482-5d1185df5079,High,High,High
296,9/13/2025,37:32.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.61167,2293.521818,207.906666,6.69155,1.59139,5.77671,20.02458,9.86512,-4.668114,-1.018291,4.06132,-0.17748,69.73598,16.184335,176.826952,128.9027,TeamExclusive,20250913-UofSanDiego-Private-2,b63ca370-90d0-11f0-b482-5d1185df5079,High,High,High
297,9/13/2025,37:50.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.46612,2328.752962,200.037131,7.06963,1.22444,5.63892,22.94434,7.88556,-6.283135,-1.104005,2.46338,-0.46217,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c11a9ef0-90d0-11f0-b482-5d1185df5079,High,High,High
298,9/13/2025,38:15.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.85018,2272.612804,213.70687,6.59543,1.7586,5.89269,20.45859,12.63867,-5.982889,-0.270675,2.72198,0.45467,93.11872,21.391574,-3.973376,322.3743,TeamExclusive,20250913-UofSanDiego-Private-2,cfe516e0-90d0-11f0-b482-5d1185df5079,High,High,High
299,9/13/2025,38:42.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,71.28388,2186.016512,27.968855,6.52023,2.09471,4.6966,-9.52406,-6.06115,-14.458413,-3.795468,-1.52543,-0.99988,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,e0070880-90d0-11f0-b482-5d1185df5079,High,High,High
300,9/13/2025,39:01.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.90855,2375.069381,211.641325,6.58008,1.71025,5.85312,19.89249,11.44142,-5.889011,-2.152326,2.69914,-1.24252,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,eb2f2c60-90d0-11f0-b482-5d1185df5079,High,High,High
301,9/13/2025,39:13.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.91473,2343.475619,201.281071,6.97653,1.14194,5.42433,24.7434,9.10937,-5.586425,-0.544368,2.92453,-0.12622,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,f23ff340-90d0-11f0-b482-5d1185df5079,High,High,High
302,9/13/2025,39:27.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.76993,2354.900137,200.371714,7.02967,1.1146,5.53508,25.1182,8.79847,-6.997442,0.291748,1.64557,0.65463,59.18501,26.72414,41.183922,155.12405,TeamExclusive,20250913-UofSanDiego-Private-2,fac817e0-90d0-11f0-b482-5d1185df5079,High,High,High
303,9/13/2025,39:48.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,68.55493,1942.767623,53.221641,7.02722,1.27935,4.59252,-5.47477,-10.3278,-11.555089,-3.093307,2.01113,-0.79775,51.62979,52.289495,73.302795,122.38039,TeamExclusive,20250913-UofSanDiego-Private-2,07360230-90d1-11f0-b482-5d1185df5079,High,High,High
304,9/13/2025,40:11.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.30275,2344.384181,206.887294,7.04169,1.26101,5.58736,23.86883,11.38138,-4.108986,-0.99995,4.46277,-0.61969,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,149132b0-90d1-11f0-b482-5d1185df5079,High,High,High
305,9/13/2025,40:24.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.06266,2323.761543,214.925542,6.47267,1.72456,5.85456,21.4432,14.00446,-6.180684,-1.4276,2.20357,-0.76709,62.96103,31.611944,153.789091,,TeamExclusive,20250913-UofSanDiego-Private-2,1c7ca220-90d1-11f0-b482-5d1185df5079,High,High,High
306,9/13/2025,40:47.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,71.90454,2186.490069,37.347878,6.4239,1.99298,5.05799,-11.1467,-9.95658,-11.861257,-5.56533,1.03941,-2.43226,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2a6ac3d0-90d1-11f0-b482-5d1185df5079,High,High,High
307,9/13/2025,41:09.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.55104,2321.27654,206.449426,6.69949,1.602,5.86044,20.85229,9.69087,-5.754987,-1.059344,2.9048,-0.1892,66.65735,72.568269,45.258459,76.27227,TeamExclusive,20250913-UofSanDiego-Private-2,37845770-90d1-11f0-b482-5d1185df5079,High,High,High
308,9/13/2025,41:42.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,70.19186,2007.468149,28.192872,6.53594,1.90756,5.19222,-16.53292,-10.0178,-12.263531,-3.774099,1.55549,-0.80389,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,4b0579a0-90d1-11f0-b482-5d1185df5079,High,High,High
309,9/13/2025,42:03.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.5779,2362.506039,205.172299,6.86704,1.3524,5.73628,23.08926,10.20816,-4.269924,0.114404,4.27944,0.609,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,575099b0-90d1-11f0-b482-5d1185df5079,High,High,High
310,9/13/2025,42:18.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,70.10642,2015.479337,28.600258,6.62662,1.84658,4.65901,-17.15249,-10.45591,-11.503403,-2.83431,2.37461,0.03033,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,60c911c0-90d1-11f0-b482-5d1185df5079,High,High,High
311,9/13/2025,42:34.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.76159,2370.815176,202.320043,7.03587,1.19559,5.66906,24.07824,9.33402,-5.47147,0.89424,3.09054,1.252,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,6a0e6be0-90d1-11f0-b482-5d1185df5079,High,High,High
312,9/13/2025,43:09.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,80.96576,2095.442412,166.663731,5.85928,-0.9398,6.02339,20.39202,-4.47118,-6.326626,2.52119,2.0914,1.7695,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,7ee88e60-90d1-11f0-b482-5d1185df5079,High,High,High
313,9/13/2025,43:22.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.81933,1981.910601,144.441709,5.83265,-0.83494,5.88731,18.49879,-12.22851,-5.271708,-0.136459,3.09586,0.05692,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,86b48ef0-90d1-11f0-b482-5d1185df5079,High,High,High
314,9/13/2025,43:35.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.43315,1983.930218,152.304845,5.75673,-1.02399,5.87701,20.19025,-9.81001,-7.828207,1.204323,0.53799,0.91245,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8ed62990-90d1-11f0-b482-5d1185df5079,High,High,High
315,9/13/2025,43:51.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,69.57002,2106.940353,322.160561,5.63089,-1.08661,5.30153,-6.7065,6.68575,-12.401125,4.221924,-0.36322,2.32052,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,980eb270-90d1-11f0-b482-5d1185df5079,High,High,High
316,9/13/2025,44:05.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,85.44573,2123.977887,154.056934,5.76657,-1.06041,5.99516,17.69139,-7.95504,-5.614495,1.228622,2.49159,0.74103,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,a0442330-90d1-11f0-b482-5d1185df5079,High,High,High
