Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Columbia,Charlie Slabaugh,All,271,46,87.3,102.0,105.5,32.6%,8.3°,12.4°,41.3,0.0%,0,0.224,.278,0.299,.367,45.7%,19.6%,34.8%,39.9%,68.8%,98.7%,19.5%,12.0%,121.0
Eastern Illinois,Kyree Alexander,All,115,15,83.3,98.3,102.4,13.3%,3.6°,12.9°,40.0,0.0%,0,0.227,.271,0.299,.346,46.7%,13.3%,33.3%,42.6%,61.4%,92.6%,31.0%,26.5%,123.0
Towson,Frank Adamski Jr.,All,511,96,85.9,100.7,105.6,31.2%,10.7°,9.9°,37.5,1.0%,1,0.231,.267,0.299,.339,36.5%,27.1%,32.3%,46.8%,70.8%,81.8%,26.6%,21.8%,90.0
Cornell,Caden Callaway,All,61,7,68.2,59.2,59.2,0.0%,-5.0°,-,0.0,0.0%,0,0.111,.126,0.299,.277,85.7%,14.3%,0.0%,42.6%,67.7%,90.5%,16.7%,7.7%,112.0
Abilene Christian,Gavin Brzozowski,All,351,58,86.5,99.6,103.8,25.9%,12.3°,13.4°,37.9,1.7%,1,0.195,.244,0.298,.337,39.7%,24.1%,29.3%,34.5%,55.2%,85.4%,14.1%,20.7%,105.0
Army,Addison Ainsworth,All,415,60,87.8,99.1,101.6,28.3%,15.9°,12.6°,51.7,0.0%,0,0.221,.262,0.298,.348,28.3%,26.7%,45.0%,37.3%,60.5%,87.5%,18.7%,23.2%,109.0
North Georgia,Hunter Thompson,All,152,28,84.7,104.4,108.7,25.0%,6.4°,6.6°,25.0,3.6%,1,0.257,.252,0.298,.304,60.7%,14.3%,17.9%,40.8%,68.3%,80.5%,22.8%,25.8%,142.0
Lafayette,Will Dobil,All,419,93,83.6,98.3,101.1,23.7%,11.0°,7.6°,32.3,0.0%,0,0.25,.253,0.298,.299,43.0%,26.9%,23.7%,50.1%,73.7%,91.5%,33.2%,15.7%,85.0
Marshall,Jackson Golden,All,580,131,90.4,103.7,105.6,45.0%,8.7°,8.6°,35.9,3.8%,5,0.25,.316,0.298,.378,46.6%,19.8%,29.8%,47.1%,68.5%,88.4%,27.6%,17.6%,98.0
UL Monroe,Drew Jarrell,All,29,5,89.3,93.5,96.0,40.0%,6.7°,4.2°,40.0,0.0%,0,0.167,.230,0.298,.318,40.0%,20.0%,40.0%,44.8%,91.7%,100.0%,11.8%,15.4%,189.0
Milwaukee,Connor Bozak,All,138,20,88.7,103.4,104.0,40.0%,15.0°,17.0°,50.0,5.0%,1,0.242,.240,0.298,.297,30.0%,30.0%,35.0%,44.9%,55.1%,72.1%,31.7%,37.1%,41.0
New Haven,Casey Cerruto,All,98,20,86.7,94.1,98.2,5.0%,2.9°,15.8°,30.0,0.0%,0,0.286,.241,0.298,.268,45.0%,15.0%,30.0%,42.9%,60.0%,90.9%,20.9%,14.3%,87.0
Mississippi Valley,Jace Jones,All,122,17,85.3,98.4,101.1,35.3%,19.1°,12.4°,41.2,0.0%,0,0.286,.250,0.298,.281,35.3%,17.6%,35.3%,40.2%,48.1%,84.0%,34.3%,34.7%,54.0
The Citadel,Phillips Daniels,All,637,96,81.5,99.9,102.3,22.9%,-1.9°,5.9°,25.0,0.0%,0,0.244,.248,0.298,.304,62.5%,12.5%,21.9%,38.6%,59.4%,92.1%,22.6%,13.4%,95.0
Bucknell,Zach Selfon,All,762,152,81.4,97.0,99.4,13.8%,5.7°,4.5°,22.4,0.0%,0,0.256,.258,0.298,.311,54.6%,19.7%,19.7%,37.8%,54.1%,95.5%,25.4%,11.8%,100.0
Belmont,Michael Lareau,All,427,56,88.2,103.6,105.8,30.4%,9.0°,14.3°,35.7,5.4%,3,0.189,.191,0.298,.301,44.6%,26.8%,19.6%,42.4%,62.5%,73.9%,27.2%,37.0%,99.0
Nevada,Sam Kane,All,189,28,90.3,103.6,109.5,42.9%,12.8°,11.2°,28.6,3.6%,1,0.233,.245,0.298,.312,50.0%,14.3%,28.6%,47.1%,66.3%,84.7%,30.0%,27.0%,48.0
Charleston Southern,Ethan Reader,All,386,79,84.6,97.1,100.3,15.2%,0.4°,4.8°,26.6,0.0%,0,0.258,.222,0.298,.283,59.5%,13.9%,16.5%,42.5%,64.1%,91.4%,23.4%,12.8%,108.0
Texas A&M-Corpus Christi,Maxwell Towchik,All,91,23,83.4,100.6,106.9,26.1%,20.6°,10.4°,34.8,0.0%,0,0.259,.274,0.298,.294,39.1%,39.1%,17.4%,57.1%,75.0%,84.8%,40.4%,25.0%,73.0
San Diego,Cade Martinez,All,640,99,83.4,97.1,99.5,18.2%,16.0°,13.9°,38.4,0.0%,0,0.233,.241,0.298,.305,41.4%,19.2%,35.4%,37.3%,51.8%,90.5%,25.8%,18.4%,80.0
UT Arlington,Caylon Dygert,All,442,64,90.6,103.2,106.3,39.1%,4.2°,8.6°,37.5,6.2%,4,0.215,.255,0.298,.352,50.0%,17.2%,29.7%,36.4%,54.4%,87.5%,20.8%,24.2%,107.0
Southern Miss,Ty Long,All,267,30,82.9,102.4,104.4,23.3%,5.8°,15.8°,36.7,3.3%,1,0.2,.181,0.298,.291,46.7%,16.7%,30.0%,40.1%,58.0%,82.6%,25.7%,30.8%,57.0
UTRGV,Andy Chapa,All,135,21,87.0,98.9,102.9,28.6%,17.1°,14.6°,28.6,0.0%,0,0.222,.336,0.298,.399,47.6%,23.8%,23.8%,55.6%,80.9%,89.5%,42.0%,24.0%,121.0
North Alabama,Cayden Sheffield,All,445,75,87.9,102.9,107.4,36.0%,4.8°,6.0°,25.3,2.7%,2,0.212,.260,0.297,.344,52.0%,22.7%,21.3%,40.4%,67.2%,82.2%,20.2%,22.8%,108.0
Delaware,Cole Carbone,All,48,7,89.6,94.4,94.5,28.6%,3.1°,-5.7°,42.9,0.0%,0,0.273,.340,0.297,.366,71.4%,0.0%,28.6%,39.6%,62.5%,66.7%,16.7%,42.1%,75.0
Georgia College,Rand Bestermann,All,71,14,84.5,99.1,100.9,35.7%,18.5°,22.8°,28.6,0.0%,0,0.25,.248,0.297,.303,28.6%,42.9%,28.6%,42.3%,64.5%,80.0%,25.0%,30.0%,67.0
Sacramento State,Jameson Mullin,All,241,34,88.5,103.6,105.5,29.4%,12.7°,11.0°,23.5,0.0%,0,0.204,.203,0.297,.299,41.2%,29.4%,17.6%,42.3%,63.9%,85.5%,24.8%,25.5%,97.0
Eastern Michigan,Keegan Knupp,All,497,104,85.0,98.7,102.2,18.3%,2.2°,7.9°,31.7,0.0%,0,0.244,.284,0.297,.333,52.9%,15.4%,26.0%,44.1%,65.4%,88.2%,28.7%,17.4%,77.0
St. Thomas (MN),Zan Von Schlegell,All,275,49,86.7,102.3,103.7,34.7%,5.4°,10.0°,28.6,0.0%,0,0.213,.301,0.297,.379,55.1%,22.4%,20.4%,38.5%,70.2%,86.2%,16.1%,21.7%,118.0
Portland,Jonas Salk,All,345,54,83.7,102.1,103.6,25.9%,22.2°,22.0°,40.7,3.7%,2,0.208,.243,0.297,.321,27.8%,37.0%,27.8%,53.3%,77.9%,77.9%,35.5%,36.4%,77.0
Missouri,Mateo Serna,All,667,94,88.5,104.3,108.5,38.3%,14.1°,11.3°,42.6,3.2%,3,0.239,.279,0.297,.353,36.2%,20.2%,36.2%,44.8%,68.5%,81.7%,24.2%,28.8%,99.0
Southeastern Louisiana,Blaise Priester,All,248,32,92.2,109.4,111.1,50.0%,17.5°,11.2°,37.5,21.9%,7,0.188,.269,0.297,.401,34.4%,28.1%,28.1%,43.1%,70.8%,69.3%,22.5%,37.4%,115.0
UNC Wilmington,Aiden Evans,All,402,73,80.2,99.1,103.0,19.2%,5.2°,10.2°,32.9,1.4%,1,0.272,.255,0.297,.298,47.9%,23.3%,27.4%,47.0%,65.8%,91.3%,29.7%,15.3%,77.0
Charlotte,Aaron Orozco,All,178,25,89.6,102.5,107.5,36.0%,10.7°,14.7°,28.0,4.0%,1,0.235,.264,0.297,.344,44.0%,20.0%,28.0%,41.6%,65.0%,71.2%,22.4%,33.8%,77.0
Nebraska,Max Buettenback,All,264,29,89.1,106.5,111.3,41.4%,28.4°,26.2°,17.2,10.3%,3,0.188,.196,0.297,.325,20.7%,48.3%,17.2%,44.3%,64.4%,71.3%,23.3%,35.0%,96.0
La Salle,AJ Guiliana,All,119,14,85.5,96.8,97.5,28.6%,4.2°,3.4°,28.6,0.0%,0,0.118,.245,0.297,.396,57.1%,21.4%,21.4%,26.1%,46.0%,82.6%,11.6%,16.1%,100.0
Cal Poly,Braxton Thomas,All,466,90,92.4,108.6,111.8,47.8%,3.4°,9.3°,31.1,5.6%,5,0.252,.318,0.297,.402,50.0%,16.7%,31.1%,50.2%,81.1%,89.0%,30.8%,23.5%,90.0
Winthrop,Grant McGuire,All,610,110,85.5,101.1,107.2,31.8%,13.8°,12.7°,27.3,0.9%,1,0.261,.260,0.297,.329,42.7%,27.3%,24.5%,44.9%,68.3%,86.3%,25.3%,24.5%,103.0
North Dakota State,Blake Timmons,All,315,34,87.4,100.4,101.5,44.1%,0.3°,8.8°,38.2,2.9%,1,0.169,.231,0.297,.345,58.8%,14.7%,26.5%,36.2%,57.8%,78.8%,17.3%,28.9%,107.0
UCLA,Aiden Aguayo,All,438,76,87.3,101.4,104.5,28.9%,10.6°,6.6°,26.3,2.6%,2,0.24,.245,0.296,.328,43.4%,30.3%,21.1%,45.0%,67.6%,81.9%,25.2%,26.9%,88.0
UC Irvine,Rowan Felsch,All,322,42,91.0,105.5,107.6,47.6%,18.5°,19.1°,38.1,9.5%,4,0.162,.233,0.296,.362,35.7%,38.1%,21.4%,40.4%,64.9%,75.0%,19.5%,31.5%,108.0
Clemson,Jackson Moore,All,254,42,83.8,102.9,105.2,33.3%,8.1°,6.8°,21.4,0.0%,0,0.222,.219,0.296,.305,47.6%,28.6%,16.7%,46.5%,69.0%,80.0%,27.5%,25.4%,114.0
Bowling Green,Pauly Mancino,All,238,30,87.7,99.4,106.6,23.3%,23.9°,25.9°,26.7,0.0%,0,0.22,.185,0.296,.261,30.0%,46.7%,23.3%,45.8%,66.4%,74.6%,29.0%,28.4%,78.0
British Columbia,Kellen Bourne,All,85,9,80.5,97.2,98.2,22.2%,-14.9°,-1.7°,11.1,0.0%,0,0.143,.197,0.296,.341,77.8%,0.0%,11.1%,36.5%,63.9%,87.0%,16.3%,22.6%,122.0
Valparaiso,Gavin Bennett,All,568,94,86.2,99.1,101.1,24.5%,-1.6°,-0.5°,26.6,0.0%,0,0.234,.246,0.296,.314,62.8%,13.8%,23.4%,39.1%,61.8%,88.8%,17.7%,18.0%,114.0
Fairfield,Connor Scanlan,All,194,36,86.6,100.9,105.0,30.6%,-1.0°,4.9°,25.0,0.0%,0,0.234,.221,0.296,.287,61.1%,11.1%,22.2%,51.5%,78.0%,74.4%,23.4%,36.0%,117.0
Florida,Colton Schwarz,All,279,46,90.9,104.0,104.8,45.7%,1.3°,6.5°,21.7,2.2%,1,0.241,.318,0.296,.387,67.4%,13.0%,17.4%,40.5%,66.2%,81.8%,17.1%,23.9%,122.0
Monmouth,Will Fahey,All,237,47,78.9,91.1,95.2,2.1%,-3.5°,7.1°,21.3,0.0%,0,0.3,.219,0.296,.283,63.8%,10.6%,19.1%,42.2%,60.9%,85.7%,24.6%,17.0%,91.0
Brown,Christian Butera,All,564,78,86.9,103.9,106.5,32.1%,8.4°,18.2°,37.2,5.1%,4,0.228,.222,0.296,.312,44.9%,28.2%,25.6%,42.4%,62.1%,83.4%,27.4%,35.1%,74.0
Omaha,Mason Gaines,All,314,40,92.3,104.7,105.9,45.0%,9.5°,16.5°,32.5,10.0%,4,0.23,.229,0.296,.356,42.5%,35.0%,22.5%,43.9%,66.9%,73.7%,23.5%,34.1%,87.0
Maryland,Aden Hill,All,456,54,88.1,102.9,107.8,44.4%,8.8°,19.4°,31.5,1.9%,1,0.169,.218,0.296,.344,46.3%,31.5%,22.2%,36.6%,64.9%,77.1%,14.2%,31.7%,116.0
Rice,Masa Chilcutt,All,246,36,85.1,97.4,101.2,27.8%,4.1°,0.5°,27.8,0.0%,0,0.204,.237,0.296,.322,52.8%,16.7%,27.8%,35.4%,55.0%,93.9%,16.7%,12.6%,101.0
UNC Greensboro,JJ Parsons,All,403,55,82.4,99.7,103.8,25.5%,11.8°,14.1°,25.5,5.5%,3,0.19,.183,0.296,.295,49.1%,36.4%,9.1%,43.7%,69.7%,75.9%,27.4%,34.7%,104.0
Dartmouth,Nico Baez,All,336,59,81.1,94.8,98.1,6.8%,1.9°,1.3°,28.8,0.0%,0,0.253,.236,0.296,.310,61.0%,13.6%,23.7%,41.4%,65.0%,84.6%,24.5%,22.3%,124.0
Northern Colorado,Jake Bullard,All,436,61,83.7,98.9,101.4,29.5%,9.0°,9.8°,29.5,1.6%,1,0.208,.215,0.296,.285,55.7%,21.3%,16.4%,43.3%,68.5%,82.8%,26.0%,29.1%,114.0
Wofford,Raul Feliz,All,94,11,90.0,99.1,102.2,18.2%,21.8°,25.4°,36.4,0.0%,0,0.176,.163,0.296,.325,27.3%,45.5%,27.3%,28.7%,56.8%,76.0%,4.0%,29.6%,144.0
South Carolina,Ethan Lizama,All,622,120,87.8,104.5,112.4,35.0%,17.0°,19.8°,30.8,5.0%,6,0.215,.247,0.296,.338,37.5%,35.0%,23.3%,55.6%,77.5%,85.9%,38.3%,24.9%,47.0
Bowling Green,Zack Horky,All,389,51,90.5,105.6,108.6,45.1%,10.0°,10.9°,31.4,9.8%,5,0.222,.228,0.296,.286,45.1%,25.5%,21.6%,45.8%,61.8%,72.4%,33.3%,41.0%,17.0
Northwestern State,Ethan Menard,All,253,49,84.9,106.8,108.5,30.6%,-11.2°,8.1°,28.6,4.1%,2,0.246,.246,0.296,.298,61.2%,12.2%,22.4%,56.9%,76.0%,73.5%,37.1%,31.9%,56.0
Cal State Fullerton,Andrew Kirchner,All,763,105,90.7,103.7,109.5,45.7%,16.2°,24.4°,38.1,10.5%,11,0.2,.243,0.296,.370,33.3%,41.0%,21.9%,46.7%,70.4%,75.9%,29.7%,34.8%,80.0
Tarleton State,Braden Gostisha,All,128,9,83.8,104.6,105.1,44.4%,22.4°,24.3°,33.3,22.2%,2,0.15,.172,0.296,.372,33.3%,33.3%,11.1%,39.8%,66.7%,68.4%,18.3%,45.1%,107.0
St. Thomas (MN),Joe Roder,All,364,53,89.4,103.5,106.1,47.2%,10.0°,13.9°,30.2,7.5%,4,0.194,.267,0.296,.395,47.2%,30.2%,18.9%,36.5%,60.8%,85.0%,13.8%,21.1%,143.0
UMBC,Kyle Eddington,All,455,73,81.6,92.2,97.1,1.4%,6.8°,11.9°,38.4,0.0%,0,0.305,.303,0.296,.334,46.6%,17.8%,35.6%,44.8%,69.0%,83.7%,28.0%,23.0%,76.0
Seton Hall,Frankie Scrivanic,All,497,96,88.4,100.2,104.0,33.3%,12.3°,15.3°,36.5,2.1%,2,0.262,.250,0.296,.342,39.6%,28.1%,28.1%,45.7%,68.7%,87.1%,28.3%,26.9%,85.0
West Georgia,Gabe Young,All,314,40,89.4,103.6,107.9,47.5%,-6.4°,1.4°,20.0,2.5%,1,0.183,.214,0.296,.332,67.5%,20.0%,12.5%,36.6%,58.2%,82.4%,17.9%,24.3%,115.0
Manhattan,Jackson Brinker,All,60,5,76.9,93.7,95.7,20.0%,-9.7°,27.5°,40.0,0.0%,0,0.222,.222,0.295,.323,60.0%,20.0%,20.0%,31.7%,50.0%,84.6%,17.6%,31.6%,104.0
Texas A&M,Sawyer Farr,All,180,25,82.4,101.3,106.1,32.0%,5.3°,12.5°,24.0,0.0%,0,0.231,.218,0.295,.302,56.0%,8.0%,28.0%,33.9%,52.2%,77.1%,14.8%,27.9%,108.0
Portland,Isaac Pfeifer,All,83,14,89.2,99.3,101.7,28.6%,3.1°,1.9°,50.0,0.0%,0,0.263,.244,0.295,.304,42.9%,0.0%,42.9%,53.0%,70.7%,86.2%,35.7%,25.0%,74.0
Central Arkansas,Keon Moseni,All,112,18,89.2,99.3,99.6,50.0%,0.6°,4.7°,38.9,0.0%,0,0.24,.262,0.295,.327,55.6%,11.1%,33.3%,39.3%,55.6%,83.3%,24.1%,27.3%,81.0
Eastern Kentucky,Jackson Cauthron,All,532,101,82.7,98.8,101.4,19.8%,16.2°,12.2°,36.6,1.0%,1,0.216,.251,0.295,.338,40.6%,26.7%,23.8%,44.9%,69.8%,88.3%,23.7%,18.0%,109.0
Marist,Chase Haglund,All,31,6,82.6,92.7,98.2,16.7%,16.0°,25.3°,16.7,0.0%,0,0.2,.189,0.295,.221,50.0%,50.0%,0.0%,45.2%,62.5%,80.0%,26.7%,35.7%,70.0
Mount St. Mary's,Sam Dinitz,All,52,6,78.1,87.3,94.1,0.0%,31.8°,-,16.7,0.0%,0,0.25,.209,0.295,.296,33.3%,0.0%,16.7%,40.4%,62.5%,73.3%,21.4%,23.8%,112.0
Pepperdine,Aidan Camberg,All,158,19,87.4,101.3,102.7,31.6%,23.3°,16.1°,26.3,0.0%,0,0.194,.161,0.295,.304,26.3%,31.6%,26.3%,36.7%,65.7%,70.5%,15.4%,39.7%,111.0
Eastern Michigan,Leewood Molessa,All,326,48,89.6,105.8,110.0,39.6%,16.2°,16.2°,39.6,12.5%,6,0.236,.226,0.295,.334,31.2%,29.2%,29.2%,43.9%,67.6%,80.9%,26.2%,29.4%,90.0
Oregon State,Cooper Vance,All,251,57,85.7,97.7,102.7,26.3%,21.0°,8.4°,35.1,0.0%,0,0.25,.266,0.295,.321,36.8%,31.6%,24.6%,41.8%,66.7%,90.8%,21.2%,17.1%,128.0
New Orleans,Jake D'Altrui,All,121,13,85.0,107.1,107.7,38.5%,19.4°,23.5°,30.8,15.4%,2,0.13,.192,0.295,.328,38.5%,38.5%,23.1%,42.1%,66.7%,85.0%,18.0%,17.6%,97.0
Illinois-Chicago,Karim Patterson,All,181,24,88.8,104.2,106.0,29.2%,6.6°,-2.9°,25.0,4.2%,1,0.182,.237,0.295,.366,54.2%,20.8%,20.8%,33.7%,56.3%,85.0%,19.1%,21.3%,116.0
Saint Louis,Ahmaad Duff,All,282,38,81.1,93.6,94.6,2.6%,16.4°,-14.8°,21.1,0.0%,0,0.242,.145,0.295,.242,47.4%,28.9%,15.8%,47.9%,71.2%,89.4%,27.3%,21.5%,103.0
Marist,AJ Brotz,All,272,60,86.0,99.6,104.1,30.0%,11.3°,9.0°,30.0,1.7%,1,0.239,.248,0.295,.314,48.3%,25.0%,20.0%,44.1%,68.5%,96.5%,23.6%,8.3%,107.0
Illinois,Daniel Contreras,All,603,135,82.6,98.7,101.5,22.2%,7.1°,4.7°,32.6,0.0%,0,0.248,.261,0.294,.303,49.6%,20.7%,25.9%,45.6%,64.2%,93.9%,29.6%,19.3%,85.0
Iowa,Kyle Alivo,All,65,12,89.7,100.2,102.0,41.7%,13.6°,11.4°,33.3,8.3%,1,0.25,.210,0.294,.260,41.7%,50.0%,8.3%,56.9%,77.8%,82.1%,31.0%,32.4%,44.0
Xavier,Tanner Thomas,All,400,74,85.8,101.3,104.6,35.1%,11.6°,16.2°,31.1,6.8%,5,0.209,.256,0.294,.341,43.2%,27.0%,21.6%,48.2%,72.4%,90.8%,28.3%,21.8%,96.0
Wright State,Gus Gregory,All,580,89,87.1,101.5,106.2,34.8%,12.6°,12.3°,41.6,4.5%,4,0.221,.254,0.294,.340,41.6%,25.8%,27.0%,42.6%,66.0%,83.0%,23.7%,23.9%,98.0
Winthrop,Cade Norton,All,542,94,88.2,101.1,104.3,39.4%,12.4°,14.4°,29.8,2.1%,2,0.256,.275,0.294,.348,42.6%,28.7%,26.6%,48.3%,72.2%,83.9%,29.2%,26.7%,93.0
Southeast Missouri,Andrew Ramirez,All,673,141,83.7,96.6,100.8,20.6%,9.3°,4.1°,25.5,0.0%,0,0.261,.274,0.294,.327,51.1%,24.8%,20.6%,43.1%,65.4%,94.1%,23.8%,8.3%,119.0
Lindenwood,Tanner Simpson,All,306,43,88.5,105.3,107.0,37.2%,7.7°,10.6°,37.2,7.0%,3,0.183,.260,0.294,.372,41.9%,23.3%,27.9%,38.9%,64.8%,74.7%,20.2%,30.3%,128.0
Arkansas-Pine Bluff,Zyon Hamilton,All,160,25,85.8,103.0,105.3,32.0%,-2.7°,4.4°,20.0,0.0%,0,0.189,.189,0.294,.240,68.0%,20.0%,8.0%,46.9%,65.8%,79.2%,31.0%,26.7%,36.0
Connecticut,Evan Menzel,All,483,97,84.8,96.1,101.3,15.5%,11.7°,15.2°,35.1,0.0%,0,0.233,.262,0.294,.318,40.2%,23.7%,33.0%,47.0%,73.8%,88.0%,23.6%,21.6%,106.0
Fordham,Caden Young,All,397,59,85.3,98.1,102.0,25.4%,15.4°,17.9°,37.3,0.0%,0,0.237,.250,0.294,.329,35.6%,30.5%,30.5%,43.3%,68.0%,83.7%,22.7%,21.5%,94.0
Oakland,Sam Patton,All,332,48,83.5,103.6,106.3,25.0%,-6.7°,14.8°,16.7,4.2%,2,0.256,.193,0.294,.247,60.4%,18.8%,12.5%,43.7%,64.1%,76.5%,26.3%,31.7%,97.0
Dallas Baptist,Landon Underhill,All,257,35,91.4,102.7,106.6,37.1%,10.9°,18.2°,31.4,2.9%,1,0.218,.210,0.294,.318,42.9%,25.7%,25.7%,41.2%,63.2%,85.1%,22.9%,26.4%,99.0
Tulane,Jack Johnson,All,217,24,84.6,101.2,102.3,41.7%,16.9°,9.5°,41.7,0.0%,0,0.186,.220,0.294,.346,37.5%,16.7%,37.5%,37.8%,60.2%,84.0%,23.9%,25.6%,81.0
Arkansas State,Cole Manuel,All,128,22,84.6,99.1,102.4,18.2%,13.4°,12.6°,22.7,0.0%,0,0.214,.226,0.294,.309,45.5%,36.4%,18.2%,43.0%,72.7%,82.5%,20.5%,34.5%,140.0
Xavier,Carter Christenson,All,292,50,89.8,103.3,105.4,42.0%,11.7°,10.3°,34.0,2.0%,1,0.221,.302,0.294,.373,48.0%,18.0%,30.0%,42.5%,65.1%,80.0%,19.9%,27.4%,98.0
Binghamton,Zack Kent,All,485,94,83.8,100.0,103.4,13.8%,8.2°,11.5°,29.8,0.0%,0,0.22,.237,0.294,.324,44.7%,21.3%,26.6%,38.4%,60.1%,94.8%,19.8%,14.0%,121.0
Arkansas State,Cougar Cooke,All,206,22,84.8,102.1,102.7,22.7%,4.5°,16.7°,31.8,0.0%,0,0.22,.179,0.294,.262,45.5%,22.7%,31.8%,44.2%,63.4%,79.7%,28.3%,34.1%,103.0
FGCU,Sebastian Lippman,All,56,5,90.6,96.1,96.3,60.0%,14.9°,15.6°,40.0,0.0%,0,0.1,.124,0.293,.264,40.0%,40.0%,20.0%,28.6%,43.5%,70.0%,18.2%,43.8%,78.0
Boston College,Danny Surowiec,All,534,72,88.5,103.1,107.0,40.3%,7.9°,11.6°,40.3,5.6%,4,0.21,.259,0.293,.363,47.2%,22.2%,29.2%,39.9%,67.0%,84.9%,21.2%,25.8%,93.0
Ohio,Grant Wilson,All,204,34,80.7,98.6,102.5,20.6%,14.2°,18.0°,17.6,2.9%,1,0.14,.184,0.293,.298,52.9%,29.4%,8.8%,39.2%,62.4%,84.9%,22.7%,22.5%,105.0
St. Bonaventure,Christopher Hoalcraft,All,433,78,87.2,101.1,106.1,30.8%,5.3°,8.3°,29.5,0.0%,0,0.253,.288,0.293,.325,53.8%,17.9%,24.4%,40.9%,63.0%,90.1%,23.2%,15.8%,96.0
Fordham,Tommy Markey,All,607,104,84.3,98.5,100.7,26.9%,5.7°,7.3°,32.7,0.0%,0,0.248,.241,0.293,.294,50.0%,22.1%,25.0%,48.3%,65.6%,86.5%,33.2%,20.5%,69.0
William & Mary,Jett Humphreys,All,60,11,92.9,100.8,105.2,54.5%,21.1°,15.4°,27.3,0.0%,0,0.333,.239,0.293,.276,27.3%,27.3%,27.3%,43.3%,64.3%,66.7%,25.0%,38.5%,92.0
Morehead State,Miller Murray,All,63,7,71.6,93.2,94.5,0.0%,23.2°,-,14.3,0.0%,0,0.111,.070,0.293,.198,42.9%,57.1%,0.0%,39.7%,65.5%,68.4%,17.6%,40.0%,92.0
Elon,Jake Hajdu,All,678,94,79.9,95.4,98.8,10.6%,7.9°,7.0°,31.9,0.0%,0,0.231,.193,0.293,.273,43.6%,18.1%,26.6%,39.2%,61.9%,84.1%,21.9%,25.6%,104.0
Marist,Dylan Millman,All,94,16,86.0,100.5,101.1,25.0%,11.3°,2.4°,31.2,0.0%,0,0.211,.256,0.293,.350,56.2%,12.5%,31.2%,35.1%,54.5%,91.7%,18.0%,18.2%,115.0
Xavier,Donavan Canterberry,All,571,107,82.6,99.6,102.6,22.4%,3.8°,4.5°,34.6,0.0%,0,0.255,.255,0.293,.307,54.2%,15.0%,28.0%,48.5%,70.1%,87.2%,29.4%,23.8%,80.0
Bowling Green,Anthony Mitta,All,400,71,88.1,99.4,102.0,32.4%,12.3°,12.8°,40.8,2.8%,2,0.235,.272,0.293,.325,40.8%,23.9%,32.4%,42.2%,67.6%,90.1%,21.7%,21.9%,94.0
Tulane,John Elliott,All,286,52,84.6,98.6,103.4,17.3%,9.8°,9.0°,32.7,0.0%,0,0.25,.246,0.293,.304,40.4%,26.9%,30.8%,47.2%,66.7%,88.3%,28.3%,20.0%,93.0
Lafayette,Kyle McKernan,All,165,22,80.5,88.7,88.9,0.0%,3.0°,-,36.4,0.0%,0,0.192,.216,0.293,.305,68.2%,4.5%,27.3%,27.3%,50.0%,97.1%,11.3%,4.4%,110.0
Delaware,Matthew Minckler,All,564,93,88.2,101.4,105.6,44.1%,2.9°,13.9°,30.1,6.5%,6,0.228,.257,0.293,.357,52.7%,23.7%,21.5%,44.9%,67.5%,81.9%,27.4%,26.1%,87.0
North Dakota State,Colten Becker,All,522,64,91.1,104.6,108.1,50.0%,15.1°,19.9°,42.2,14.1%,9,0.222,.255,0.293,.376,29.7%,42.2%,26.6%,43.9%,67.1%,72.7%,23.2%,36.7%,114.0
Youngstown State,Brayden Kuriger,All,264,48,88.1,106.8,110.3,37.5%,-0.7°,10.8°,27.1,6.2%,3,0.224,.241,0.293,.334,50.0%,22.9%,16.7%,51.5%,75.2%,81.2%,33.8%,29.4%,92.0
Gardner-Webb,Ethan Liao,All,82,21,80.8,97.1,100.9,19.0%,9.2°,3.6°,28.6,0.0%,0,0.25,.256,0.293,.293,42.9%,19.0%,23.8%,53.7%,76.9%,76.7%,32.6%,22.7%,45.0
Reinhardt,Ryan Stephens,All,90,21,83.1,98.4,104.2,28.6%,15.1°,9.8°,14.3,0.0%,0,0.227,.293,0.293,.324,47.6%,19.0%,14.3%,46.7%,69.0%,85.0%,36.1%,23.8%,75.0
Kentucky,Tagger Tyson,All,295,66,83.5,98.5,104.0,22.7%,2.4°,-4.8°,22.7,0.0%,0,0.264,.271,0.292,.318,57.6%,15.2%,18.2%,51.2%,72.7%,90.3%,34.7%,14.6%,61.0
Alabama A&M,Isaac Castro,All,37,7,80.2,92.0,97.3,14.3%,2.6°,18.7°,42.9,0.0%,0,0.25,.272,0.292,.335,57.1%,14.3%,28.6%,43.2%,75.0%,91.7%,19.0%,12.5%,108.0
Cal State Northridge,Xavier Rios,All,221,29,89.2,103.1,105.5,37.9%,14.2°,14.5°,31.0,10.3%,3,0.24,.208,0.292,.273,37.9%,31.0%,27.6%,47.5%,74.8%,72.5%,21.9%,39.0%,107.0
Southeastern (FL),Brock McMullen,All,225,33,77.6,93.6,94.8,0.0%,-4.4°,-,33.3,0.0%,0,0.222,.228,0.292,.315,54.5%,12.1%,27.3%,35.6%,64.8%,88.1%,15.7%,16.2%,132.0
