Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Clemson,Jack Crighton,All,244,55,86.1,100.7,104.8,29.1%,8.8°,6.7°,34.5,1.8%,1,0.279,0.308,0.345,0.369,47.3%,25.5%,27.3%,44.7%,69.1%,81.6%,24.6%,21.1%,109
Texas A&M-Corpus Christi,Christian Smith-Johnson,All,39,7,87.2,95.7,100.4,28.6%,34.1°,5.4°,42.9,0.0%,0,0.364,0.173,0.345,0.169,14.3%,42.9%,28.6%,51.3%,66.7%,100.0%,38.1%,30.0%,16
Vanderbilt,Chris Maldonado,All,181,22,89.0,105.0,106.4,40.9%,23.6°,17.1°,45.5,4.5%,1,0.242,0.237,0.345,0.355,18.2%,50.0%,27.3%,52.5%,70.1%,73.8%,36.2%,30.5%,102
Florida Atlantic,John Martinez,All,216,47,81.4,97.6,98.6,21.3%,11.8°,8.3°,31.9,2.1%,1,0.293,0.242,0.345,0.288,46.8%,23.4%,23.4%,49.5%,68.4%,90.8%,34.7%,24.3%,95
TCU,Sawyer Strosnider,All,224,30,85.8,109.2,110.2,36.7%,6.8°,11.6°,30.0,10.0%,3,0.191,0.25,0.345,0.386,43.3%,23.3%,26.7%,40.2%,58.3%,69.6%,26.6%,43.3%,73
Arkansas State,Raul Torres,All,109,18,86.8,97.9,98.8,22.2%,8.2°,8.3°,33.3,0.0%,0,0.28,0.287,0.345,0.355,38.9%,22.2%,38.9%,48.6%,65.3%,81.2%,35.0%,20.8%,85
Oklahoma,Trey Gambill,All,239,35,93.5,103.2,106.6,45.7%,7.6°,10.6°,37.1,5.7%,2,0.235,0.278,0.345,0.398,48.6%,14.3%,25.7%,32.2%,54.5%,85.2%,12.6%,22.1%,82
Central Arkansas,Casey Shipley,All,65,15,87.6,103.0,107.1,40.0%,-1.2°,11.2°,40.0,6.7%,1,0.389,0.367,0.345,0.4,60.0%,6.7%,33.3%,52.3%,84.0%,85.7%,32.5%,14.7%,115
Cal State Northridge,Andrew Becker,All,174,29,92.7,104.1,104.4,58.6%,14.8°,12.6°,27.6,3.4%,1,0.333,0.334,0.345,0.393,44.8%,27.6%,27.6%,49.4%,76.3%,79.3%,28.6%,23.3%,68
Reinhardt,Louis Dion,All,53,6,86.7,95.0,95.1,16.7%,23.2°,8.8°,50.0,0.0%,0,0.333,0.133,0.345,0.152,16.7%,33.3%,33.3%,52.8%,63.6%,92.9%,45.2%,32.1%,74
Northwestern,Jackson Freeman,All,207,29,96.4,106.0,107.3,55.2%,15.9°,6.7°,20.7,3.4%,1,0.261,0.236,0.344,0.306,44.8%,27.6%,20.7%,40.1%,57.3%,78.2%,25.2%,33.7%,70
Xavier,Jorge Valdes,All,236,30,85.2,93.4,97.0,10.0%,7.2°,7.1°,33.3,0.0%,0,0.256,0.252,0.344,0.352,53.3%,16.7%,30.0%,26.3%,41.2%,95.2%,14.9%,16.1%,117
BYU,Cooper Jones,All,49,6,76.8,101.4,104.8,16.7%,12.2°,11.7°,16.7,0.0%,0,0.222,0.169,0.344,0.316,50.0%,0.0%,16.7%,36.7%,52.4%,72.7%,25.0%,27.8%,99
Kentucky,Luke Lawrence,All,309,39,87.2,98.9,101.9,30.8%,-0.5°,-1.4°,20.5,0.0%,0,0.295,0.217,0.344,0.319,56.4%,10.3%,23.1%,40.8%,60.7%,86.6%,25.3%,16.7%,72
Toledo,Liam Arsich,All,166,31,82.8,96.9,98.2,16.1%,10.2°,21.9°,38.7,3.2%,1,0.237,0.232,0.344,0.35,35.5%,32.3%,25.8%,51.8%,80.0%,90.4%,33.7%,19.8%,96
Stetson,Jayden Hylton,All,152,23,96.1,109.4,111.8,52.2%,15.2°,3.4°,30.4,8.7%,2,0.27,0.257,0.344,0.331,39.1%,21.7%,21.7%,50.7%,69.5%,73.7%,28.6%,36.4%,91
Ohio,Cameron Hill,All,99,15,89.8,103.6,106.7,46.7%,16.1°,8.6°,33.3,0.0%,0,0.286,0.287,0.344,0.354,40.0%,26.7%,26.7%,50.5%,79.5%,67.7%,31.7%,44.0%,91
Mount St. Mary's,Carson Clark,All,135,15,76.6,91.0,94.3,0.0%,11.2°,-,40.0,0.0%,0,0.227,0.181,0.344,0.324,46.7%,26.7%,26.7%,29.6%,55.3%,88.5%,15.9%,17.5%,116
Pacific,Grant MacArthur,All,121,24,96.3,105.1,106.1,62.5%,6.3°,9.8°,45.8,4.2%,1,0.267,0.429,0.344,0.532,45.8%,12.5%,37.5%,42.1%,68.0%,85.3%,23.9%,15.7%,109
Austin Peay,Paris Pridgen,All,239,19,76.9,93.7,102.9,10.5%,18.2°,-2.7°,26.3,0.0%,0,0.262,0.123,0.344,0.295,36.8%,47.4%,10.5%,43.9%,68.6%,71.4%,25.5%,34.3%,109
Kent State,Grady Mee,All,109,9,87.8,100.1,100.2,22.2%,14.6°,9.2°,44.4,0.0%,0,0.235,0.181,0.344,0.319,11.1%,33.3%,44.4%,38.5%,78.0%,75.0%,14.7%,33.3%,141
USC,Isaac Cadena,All,275,38,86.2,102.7,104.8,26.3%,5.4°,14.9°,36.8,0.0%,0,0.255,0.252,0.344,0.357,47.4%,21.1%,28.9%,32.0%,49.2%,86.7%,18.3%,29.5%,105
Loyola Marymount,Travis Friend,All,145,21,92.8,107.9,110.0,47.6%,19.8°,19.6°,47.6,14.3%,3,0.244,0.228,0.344,0.323,19.0%,38.1%,38.1%,57.9%,66.7%,69.6%,50.0%,48.8%,36
Jacksonville State,Grayson Ashe,All,209,42,86.5,101.4,105.2,23.8%,16.4°,6.8°,31.0,0.0%,0,0.326,0.307,0.343,0.347,35.7%,28.6%,28.6%,42.1%,60.4%,87.9%,26.5%,14.8%,87
Army,Carter Hewitt,All,103,19,87.4,103.2,103.7,36.8%,7.0°,15.1°,42.1,5.3%,1,0.292,0.312,0.343,0.363,42.1%,21.1%,31.6%,48.5%,76.1%,85.7%,26.3%,24.0%,104
Columbia,Lucas Jackson,All,54,13,86.1,104.8,108.6,38.5%,4.6°,11.8°,23.1,0.0%,0,0.312,0.248,0.343,0.308,38.5%,15.4%,23.1%,53.7%,70.0%,76.2%,33.3%,31.0%,10
SIUE,Brenden Fry,All,67,9,87.8,97.1,100.6,33.3%,15.7°,9.6°,55.6,0.0%,0,0.312,0.256,0.343,0.294,33.3%,11.1%,55.6%,49.3%,60.0%,71.4%,37.5%,42.4%,81
Pacific,Blaine French,All,42,6,80.8,101.5,103.1,50.0%,4.9°,9.6°,16.7,0.0%,0,0.222,0.201,0.343,0.308,66.7%,16.7%,16.7%,52.4%,83.3%,80.0%,40.0%,31.8%,90
Clemson,Ty Dalley,All,122,22,90.5,105.5,107.0,45.5%,16.3°,14.3°,40.9,9.1%,2,0.25,0.264,0.343,0.373,36.4%,40.9%,22.7%,51.6%,80.0%,79.5%,28.4%,30.2%,49
Charleston Southern,Chandler Tuupo,All,142,22,83.8,100.5,108.1,31.8%,6.0°,11.6°,40.9,9.1%,2,0.31,0.265,0.343,0.314,54.5%,18.2%,27.3%,47.2%,66.0%,78.8%,37.0%,35.8%,53
South Carolina,Logan Sutter,All,103,16,95.5,107.5,108.0,62.5%,13.4°,14.8°,56.2,25.0%,4,0.292,0.321,0.343,0.438,25.0%,25.0%,43.8%,45.6%,68.0%,70.6%,24.5%,34.0%,68
Rice,Paul Smith,All,325,56,85.9,99.7,102.5,32.1%,11.3°,6.3°,25.0,0.0%,0,0.239,0.227,0.343,0.299,48.2%,25.0%,19.6%,45.5%,65.0%,89.0%,30.8%,20.3%,82
Minnesota,Weber Neels,All,124,29,89.7,101.5,104.0,44.8%,19.3°,17.3°,37.9,3.4%,1,0.312,0.306,0.343,0.375,31.0%,41.4%,27.6%,47.6%,66.7%,85.3%,34.2%,25.4%,77
Rice,Hiram Bocachica,All,194,42,86.6,98.1,100.7,21.4%,10.9°,7.1°,33.3,0.0%,0,0.244,0.312,0.343,0.382,50.0%,11.9%,28.6%,32.5%,52.1%,96.0%,13.3%,7.9%,105
Wichita State,Kaleb Duncan,All,176,28,91.2,101.1,103.9,35.7%,18.6°,23.0°,50.0,0.0%,0,0.27,0.253,0.342,0.398,21.4%,28.6%,42.9%,42.6%,61.2%,88.5%,25.3%,22.7%,97
Seton Hall,Aidan Sengenberger,All,77,10,91.1,100.1,100.9,40.0%,4.3°,21.5°,30.0,0.0%,0,0.231,0.246,0.342,0.409,50.0%,30.0%,20.0%,45.5%,76.3%,89.7%,15.4%,20.0%,136
Washington State,Mason Pirello,All,101,6,91.1,102.1,103.1,50.0%,19.7°,19.7°,50.0,0.0%,0,0.231,0.198,0.342,0.349,16.7%,33.3%,50.0%,46.5%,75.5%,78.4%,19.2%,31.9%,107
Incarnate Word,Drake Anderson,All,202,24,84.7,98.9,101.9,20.8%,19.7°,12.9°,33.3,0.0%,0,0.242,0.221,0.342,0.334,29.2%,41.7%,29.2%,39.1%,65.5%,94.5%,20.3%,11.4%,136
Rutgers,Chase Krewson,All,194,29,85.5,103.7,104.9,34.5%,12.3°,9.8°,37.9,0.0%,0,0.238,0.257,0.342,0.323,44.8%,24.1%,24.1%,49.5%,77.8%,90.5%,29.2%,26.0%,81
Mount St. Mary's,David Stokely,All,85,16,89.7,95.9,102.1,25.0%,21.6°,6.0°,31.2,0.0%,0,0.3,0.256,0.342,0.328,31.2%,25.0%,31.2%,45.9%,69.4%,96.0%,28.6%,15.4%,143
Niagara,Jason Green,All,121,18,86.6,101.7,102.2,44.4%,21.6°,10.7°,50.0,11.1%,2,0.269,0.272,0.342,0.38,27.8%,22.2%,33.3%,51.2%,82.0%,78.0%,29.6%,29.0%,61
BYU,Easton Jones,All,192,28,92.0,106.3,108.1,39.3%,11.0°,19.1°,35.7,10.7%,3,0.256,0.256,0.342,0.389,35.7%,35.7%,21.4%,51.6%,79.1%,76.4%,26.7%,27.3%,146
Rutgers,Yomar Carreras,All,147,43,88.4,101.1,107.0,37.2%,10.8°,11.8°,48.8,0.0%,0,0.306,0.291,0.342,0.344,37.2%,25.6%,37.2%,62.6%,85.3%,92.2%,38.9%,17.4%,98
Ole Miss,Tate Sirmans,All,126,17,91.4,103.3,103.5,47.1%,14.1°,10.6°,17.6,5.9%,1,0.192,0.209,0.341,0.335,47.1%,41.2%,5.9%,41.3%,63.2%,80.6%,23.2%,28.8%,88
FGCU,Javier Gorostola,All,212,41,92.4,103.9,108.1,51.2%,23.5°,16.0°,48.8,7.3%,3,0.271,0.288,0.341,0.378,22.0%,34.1%,39.0%,54.2%,79.2%,92.1%,33.6%,16.5%,112
Purdue,Brandon Rogers,All,75,13,86.3,109.2,109.3,30.8%,11.8°,22.3°,38.5,7.7%,1,0.292,0.206,0.341,0.348,38.5%,38.5%,23.1%,49.3%,67.5%,74.1%,28.6%,29.7%,100
Missouri State,Gabe Roessler,All,232,42,90.2,100.9,105.9,50.0%,21.3°,17.2°,38.1,7.1%,3,0.269,0.303,0.341,0.403,23.8%,45.2%,28.6%,44.8%,71.4%,81.4%,25.4%,27.9%,117
Tennessee,Levi Clark,All,226,49,92.7,106.7,110.8,49.0%,14.6°,15.8°,34.7,12.2%,6,0.23,0.288,0.341,0.393,36.7%,24.5%,28.6%,48.7%,74.2%,84.1%,30.8%,25.5%,75
Florida State,Carter McCulley,All,110,11,90.2,103.7,104.8,36.4%,8.2°,5.3°,36.4,9.1%,1,0.292,0.184,0.341,0.247,45.5%,18.2%,27.3%,50.9%,75.5%,70.3%,31.1%,41.1%,102
Texas,Josh Livingston,All,73,9,88.7,103.8,105.7,33.3%,16.3°,5.6°,22.2,0.0%,0,0.231,0.214,0.341,0.329,44.4%,33.3%,22.2%,35.6%,54.5%,83.3%,20.0%,23.1%,50
Air Force,Christian Taylor,All,65,17,89.7,103.0,103.6,52.9%,8.1°,1.2°,17.6,5.9%,1,0.3,0.327,0.341,0.376,64.7%,17.6%,11.8%,53.8%,80.8%,95.2%,35.9%,17.1%,85
Cal Poly,Casey Murray,All,165,27,86.4,103.0,106.5,40.7%,8.3°,16.0°,37.0,3.7%,1,0.256,0.272,0.341,0.374,44.4%,22.2%,29.6%,41.2%,58.3%,78.6%,28.0%,29.4%,77
UNLV,Jonathan Rodriguez,All,168,28,90.6,105.3,108.3,46.4%,21.5°,13.3°,35.7,7.1%,2,0.233,0.235,0.341,0.327,35.7%,28.6%,28.6%,46.4%,64.8%,89.1%,33.0%,33.3%,77
Grand Canyon,Tanner Johns,All,83,5,91.7,103.6,104.1,40.0%,2.9°,16.6°,40.0,20.0%,1,0.2,0.133,0.34,0.245,40.0%,20.0%,40.0%,53.0%,83.3%,68.0%,35.8%,50.0%,71
Texas Tech,Tracer Lopez,All,168,42,82.6,98.4,99.8,21.4%,5.9°,20.3°,47.6,0.0%,0,0.333,0.314,0.34,0.355,42.9%,21.4%,35.7%,50.0%,73.1%,86.0%,30.0%,26.2%,88
Oakland,Aidan Orr,All,89,14,83.5,102.3,102.6,28.6%,7.8°,15.8°,28.6,0.0%,0,0.222,0.211,0.34,0.325,50.0%,21.4%,28.6%,37.1%,61.9%,88.5%,14.9%,18.2%,119
Bucknell,Andrew Swenson,All,103,11,86.8,102.1,103.1,54.5%,13.6°,18.4°,27.3,0.0%,0,0.25,0.185,0.34,0.303,45.5%,27.3%,18.2%,41.7%,68.2%,73.3%,22.0%,34.9%,158
Eastern Michigan,Keegan Knupp,All,143,35,85.7,98.7,100.3,22.9%,3.9°,0.6°,34.3,0.0%,0,0.35,0.344,0.34,0.353,60.0%,8.6%,28.6%,51.7%,69.7%,89.1%,36.4%,16.2%,80
Campbell,Jackson Thompson,All,68,15,84.3,99.6,103.6,46.7%,4.9°,18.0°,40.0,6.7%,1,0.333,0.415,0.34,0.497,40.0%,33.3%,26.7%,38.2%,63.9%,82.6%,9.4%,15.4%,148
Florida Atlantic,Nick Romano,All,272,43,86.1,99.8,103.3,27.9%,9.2°,14.4°,37.2,0.0%,0,0.259,0.272,0.34,0.379,44.2%,23.3%,25.6%,39.7%,63.5%,94.5%,22.3%,17.6%,122
Liberty,Easton Swofford,All,234,43,85.3,98.6,101.0,27.9%,15.3°,14.8°,37.2,4.7%,2,0.288,0.259,0.34,0.352,37.2%,27.9%,30.2%,47.0%,69.8%,91.4%,24.6%,18.2%,109
Cincinnati,Cal Sefcik,All,101,17,86.0,100.0,107.5,29.4%,18.7°,-3.1°,23.5,0.0%,0,0.292,0.222,0.34,0.242,41.2%,17.6%,29.4%,39.6%,55.3%,90.5%,30.2%,25.0%,54
Tulane,Trent Liolios,All,184,32,84.3,99.1,102.9,28.1%,18.5°,21.3°,43.8,0.0%,0,0.275,0.307,0.34,0.374,28.1%,21.9%,40.6%,42.9%,61.8%,85.5%,25.3%,25.3%,81
Creighton,Isaac Wachsmann,All,267,46,92.8,106.4,110.4,50.0%,26.5°,23.3°,28.3,15.2%,7,0.19,0.27,0.34,0.422,28.3%,52.2%,13.0%,50.9%,72.8%,83.8%,28.2%,22.8%,107
Illinois State,Josh Outlaw,All,88,15,89.9,98.7,101.6,40.0%,5.0°,9.2°,20.0,0.0%,0,0.235,0.245,0.34,0.35,66.7%,13.3%,20.0%,47.7%,81.5%,95.5%,32.8%,14.3%,43
Texas Tech,Kyeler Thompson,All,206,40,89.9,103.7,107.8,40.0%,2.9°,0.4°,30.0,0.0%,0,0.327,0.324,0.34,0.361,62.5%,12.5%,25.0%,40.3%,59.4%,88.3%,21.9%,14.5%,87
Southeast Missouri,Brooks Kettering,All,184,28,81.9,102.5,104.0,25.0%,7.6°,6.8°,35.7,0.0%,0,0.25,0.281,0.339,0.355,39.3%,10.7%,35.7%,30.4%,49.4%,88.4%,13.4%,14.3%,113
UNLV,Cooper Sheff,All,176,33,91.3,104.2,105.7,42.4%,12.3°,7.1°,33.3,3.0%,1,0.3,0.283,0.339,0.374,36.4%,21.2%,33.3%,42.0%,70.1%,92.6%,20.2%,17.6%,116
Cal State Northridge,Cameron Calvillo,All,102,15,89.5,100.0,100.7,46.7%,22.3°,24.6°,60.0,13.3%,2,0.174,0.208,0.339,0.341,20.0%,46.7%,33.3%,45.1%,66.7%,75.0%,25.9%,30.4%,104
FGCU,Cayden Hessemyer,All,127,30,84.3,96.7,100.3,20.0%,14.1°,19.9°,53.3,3.3%,1,0.314,0.297,0.339,0.354,36.7%,26.7%,36.7%,52.0%,68.3%,97.7%,35.9%,13.6%,111
College of Charleston,Braeden Smith,All,144,24,89.5,104.9,106.2,41.7%,9.7°,12.2°,41.7,12.5%,3,0.273,0.316,0.339,0.384,45.8%,12.5%,37.5%,40.3%,58.1%,88.9%,26.8%,27.6%,64
Utah Tech,Andrew Pyle,All,87,9,83.3,99.5,99.8,22.2%,15.9°,8.8°,33.3,0.0%,0,0.154,0.255,0.339,0.409,33.3%,11.1%,33.3%,35.6%,58.1%,61.1%,23.2%,35.5%,135
Fresno State,Ethan Payne,All,56,12,85.5,96.7,97.1,16.7%,-8.3°,21.5°,25.0,0.0%,0,0.333,0.192,0.339,0.21,75.0%,8.3%,16.7%,39.3%,72.7%,87.5%,17.6%,18.2%,125
High Point,Seojun Oh,All,198,31,89.1,104.2,106.2,32.3%,7.4°,9.0°,22.6,3.2%,1,0.268,0.267,0.339,0.358,58.1%,25.8%,16.1%,42.4%,66.0%,82.3%,21.2%,25.0%,120
Michigan,Cade Ladehoff,All,183,36,90.1,105.3,110.9,30.6%,6.5°,5.2°,30.6,0.0%,0,0.237,0.272,0.339,0.357,47.2%,27.8%,22.2%,39.3%,61.5%,97.9%,22.9%,9.7%,96
College of Charleston,Ethan Plyler,All,185,38,89.3,99.6,102.0,31.6%,10.0°,10.5°,34.2,0.0%,0,0.298,0.274,0.339,0.344,44.7%,26.3%,23.7%,53.0%,73.1%,85.3%,32.6%,20.4%,81
Saint Mary's (CA),Tanner Griffith,All,216,39,87.2,99.3,102.8,30.8%,16.2°,10.2°,46.2,0.0%,0,0.244,0.29,0.339,0.405,35.9%,33.3%,30.8%,35.2%,57.7%,95.0%,14.3%,7.9%,127
Long Beach State,Kaiden Smaka,All,111,15,79.2,92.2,92.5,0.0%,8.6°,-,26.7,0.0%,0,0.25,0.168,0.339,0.275,53.3%,13.3%,26.7%,36.0%,52.9%,88.9%,21.7%,25.0%,57
Missouri State,Carter Bergman,All,240,36,92.6,105.3,107.8,55.6%,27.1°,21.6°,38.9,25.0%,9,0.188,0.299,0.339,0.488,19.4%,58.3%,16.7%,50.4%,69.8%,82.1%,37.5%,30.6%,47
Oregon,Burke Mabeus,All,161,27,82.1,101.8,108.5,22.2%,-8.8°,0.0°,33.3,0.0%,0,0.278,0.235,0.339,0.322,70.4%,11.1%,18.5%,34.2%,52.1%,92.1%,19.3%,20.0%,81
Rider,Charley Magoulick,All,58,9,81.4,101.0,104.1,33.3%,13.1°,10.0°,44.4,0.0%,0,0.357,0.251,0.339,0.281,44.4%,22.2%,33.3%,48.3%,59.3%,68.8%,38.7%,35.7%,11
San Jose State,Peyton Rowles,All,82,16,83.6,97.4,97.8,18.8%,5.9°,12.3°,37.5,0.0%,0,0.235,0.25,0.339,0.331,43.8%,18.8%,31.2%,47.6%,77.1%,92.6%,25.5%,12.8%,89
Northeastern,AJ Aschettino,All,142,29,88.5,102.9,103.9,34.5%,9.6°,12.2°,34.5,6.9%,2,0.281,0.321,0.338,0.414,48.3%,31.0%,20.7%,38.0%,66.2%,97.7%,14.3%,13.0%,115
Florida State,Eli Putnam,All,175,25,95.0,105.9,108.3,68.0%,18.2°,14.7°,48.0,8.0%,2,0.182,0.304,0.338,0.433,28.0%,24.0%,36.0%,46.9%,76.4%,87.3%,26.2%,26.8%,93
Grand Canyon,Carson Ohland,All,57,16,82.9,97.1,99.7,18.8%,27.8°,18.4°,37.5,0.0%,0,0.222,0.187,0.338,0.267,18.8%,43.8%,31.2%,38.6%,65.5%,89.5%,10.7%,18.2%,138
UMass,Tyler Fox,All,91,11,87.4,99.1,100.7,45.5%,22.4°,14.4°,45.5,9.1%,1,0.316,0.276,0.338,0.339,36.4%,27.3%,27.3%,34.1%,50.0%,72.2%,23.6%,32.3%,83
Toledo,Troy Sudbrook,All,253,40,88.3,103.1,103.7,37.5%,13.7°,11.4°,35.0,7.5%,3,0.255,0.258,0.338,0.345,37.5%,35.0%,22.5%,43.1%,66.1%,80.3%,23.9%,26.6%,95
UCF,DeAmez Ross,All,194,39,85.6,99.3,100.1,33.3%,9.2°,9.6°,28.2,5.1%,2,0.304,0.253,0.338,0.325,51.3%,25.6%,15.4%,46.4%,60.8%,88.1%,32.0%,18.9%,39
North Carolina,Colin Hynek,All,260,49,88.6,100.3,105.9,42.9%,23.2°,18.5°,28.6,6.1%,3,0.232,0.241,0.338,0.391,30.6%,51.0%,16.3%,50.4%,77.6%,81.4%,25.2%,25.2%,97
Fresno State,Brady Hewitt,All,221,38,89.3,104.5,107.5,36.8%,6.8°,6.5°,28.9,0.0%,0,0.265,0.279,0.338,0.363,50.0%,15.8%,28.9%,41.2%,66.0%,92.4%,20.7%,18.7%,118
Austin Peay,Kyler Proctor,All,189,30,84.2,100.7,105.2,30.0%,3.9°,9.2°,30.0,3.3%,1,0.286,0.274,0.337,0.328,53.3%,16.7%,23.3%,45.5%,68.8%,81.2%,22.9%,24.4%,102
Santa Clara,Bryant Viskovich,All,82,7,84.4,102.9,104.2,42.9%,-13.6°,23.1°,42.9,0.0%,0,0.214,0.15,0.337,0.271,57.1%,28.6%,14.3%,48.8%,81.8%,59.3%,26.5%,42.5%,109
Iowa,Carter Geffre,All,47,5,91.3,103.5,105.4,60.0%,7.8°,-5.0°,20.0,0.0%,0,0.25,0.19,0.337,0.304,60.0%,0.0%,20.0%,34.0%,57.9%,72.7%,17.9%,37.5%,112
Oklahoma State,Ezra Essex,All,66,8,90.4,94.8,95.1,25.0%,11.8°,0.9°,25.0,0.0%,0,0.25,0.226,0.337,0.337,50.0%,25.0%,25.0%,28.8%,48.5%,87.5%,9.1%,15.8%,105
Tulane,Tanner Chun,All,229,27,89.5,102.9,103.9,48.1%,6.2°,11.4°,40.7,3.7%,1,0.205,0.236,0.337,0.361,40.7%,22.2%,29.6%,38.4%,64.0%,80.7%,22.1%,30.7%,116
Rice,Landon West,All,95,10,87.2,99.2,101.5,30.0%,9.1°,13.5°,50.0,0.0%,0,0.25,0.277,0.337,0.397,40.0%,10.0%,50.0%,40.0%,61.9%,88.5%,22.6%,18.4%,89
Liberty,Landon Scilley,All,149,33,88.8,104.6,106.5,36.4%,5.2°,7.2°,24.2,0.0%,0,0.275,0.29,0.337,0.344,51.5%,18.2%,27.3%,44.3%,71.9%,87.0%,23.5%,25.8%,121
Elon,Jake Hajdu,All,114,18,73.6,97.0,97.5,16.7%,10.1°,20.7°,50.0,0.0%,0,0.231,0.219,0.337,0.298,33.3%,16.7%,33.3%,47.4%,72.3%,76.5%,29.9%,29.6%,95
Mercer,Nathan Rowland,All,79,7,88.4,102.4,102.8,57.1%,12.0°,23.9°,42.9,14.3%,1,0.214,0.174,0.337,0.334,42.9%,57.1%,0.0%,39.2%,61.5%,50.0%,28.3%,51.6%,63
Stephen F. Austin,Cooper Schneider,All,37,6,81.2,95.1,95.2,16.7%,-2.3°,-,33.3,0.0%,0,0.25,0.156,0.337,0.312,50.0%,33.3%,16.7%,37.8%,61.9%,92.3%,6.2%,7.1%,97
Yale,Chace Chaplin,All,43,7,87.4,100.1,102.8,28.6%,10.2°,16.9°,28.6,0.0%,0,0.286,0.325,0.337,0.402,57.1%,14.3%,28.6%,34.9%,60.0%,91.7%,13.0%,6.7%,131
George Washington,Conlon Walker,All,111,13,86.6,101.3,101.7,38.5%,11.5°,15.1°,23.1,0.0%,0,0.227,0.155,0.337,0.303,46.2%,30.8%,23.1%,37.8%,58.3%,71.4%,22.2%,26.2%,84
Southern Illinois,Timothy Simay,All,167,32,88.1,103.8,106.0,40.6%,7.9°,12.6°,43.8,12.5%,4,0.27,0.333,0.337,0.42,37.5%,25.0%,37.5%,43.7%,63.7%,87.9%,19.7%,16.4%,98
Jacksonville State,Trey King,All,250,40,82.1,97.4,101.7,20.0%,10.7°,21.8°,32.5,2.5%,1,0.275,0.215,0.337,0.306,37.5%,30.0%,30.0%,36.0%,61.8%,89.7%,15.7%,14.4%,113
Binghamton,Zack Kent,All,85,14,88.6,101.2,103.3,28.6%,7.8°,9.7°,28.6,0.0%,0,0.25,0.221,0.337,0.319,50.0%,0.0%,35.7%,36.5%,57.6%,94.7%,23.1%,19.4%,135
VMI,Max Perry,All,41,6,88.5,101.2,102.2,33.3%,12.4°,11.1°,33.3,0.0%,0,0.25,0.237,0.337,0.352,16.7%,16.7%,50.0%,24.4%,43.8%,100.0%,12.0%,10.0%,61
Alabama State,Trey Callaway,All,118,17,90.8,104.4,108.6,47.1%,24.7°,20.5°,41.2,11.8%,2,0.214,0.208,0.337,0.348,29.4%,41.2%,17.6%,44.9%,63.6%,65.7%,28.6%,45.3%,57
Baylor,Robert De La Garza,All,78,11,95.6,101.9,102.1,63.6%,4.3°,5.3°,27.3,0.0%,0,0.235,0.236,0.336,0.384,45.5%,18.2%,27.3%,41.0%,75.0%,70.4%,11.9%,40.6%,138
Charleston Southern,Kain Collins,All,144,22,78.5,90.4,92.8,0.0%,-1.4°,-,31.8,0.0%,0,0.321,0.235,0.336,0.272,68.2%,13.6%,18.2%,44.4%,59.7%,83.7%,29.2%,17.2%,87
Marshall,Jackson Halter,All,235,46,92.0,102.8,107.8,58.7%,7.7°,10.6°,32.6,10.9%,5,0.246,0.287,0.336,0.374,50.0%,26.1%,19.6%,43.0%,64.2%,78.6%,24.6%,33.7%,99
Ohio State,Maddix Simpson,All,205,31,86.9,100.2,103.1,32.3%,15.0°,8.6°,32.3,3.2%,1,0.282,0.231,0.336,0.324,48.4%,25.8%,19.4%,45.4%,64.9%,71.4%,27.8%,25.8%,113
Mercyhurst,Jayden Walker,All,41,6,90.5,101.4,104.4,16.7%,-1.4°,9.8°,16.7,0.0%,0,0.25,0.224,0.336,0.285,50.0%,16.7%,16.7%,46.3%,60.9%,78.6%,27.8%,26.3%,82
Illinois,Cole Warehime,All,55,8,91.3,105.2,106.3,50.0%,2.0°,3.5°,25.0,12.5%,1,0.214,0.244,0.336,0.318,75.0%,12.5%,12.5%,58.2%,80.0%,65.0%,40.0%,50.0%,79
North Carolina A&T,Bruce Wyche,All,36,7,85.7,98.1,100.5,28.6%,37.4°,13.5°,42.9,0.0%,0,0.25,0.2,0.336,0.303,14.3%,71.4%,0.0%,47.2%,66.7%,87.5%,37.5%,29.4%,126
New Orleans,Dathan Cummings,All,105,18,75.9,92.9,99.3,11.1%,1.6°,8.5°,33.3,0.0%,0,0.333,0.265,0.336,0.301,55.6%,16.7%,27.8%,45.7%,63.3%,87.1%,30.4%,14.6%,70
La Salle,Alec Welshans,All,108,14,90.4,105.6,107.2,35.7%,10.0°,11.5°,42.9,7.1%,1,0.227,0.285,0.336,0.363,50.0%,14.3%,35.7%,47.2%,67.4%,64.5%,32.3%,49.0%,126
Rutgers,Gabriel Rivera,All,64,9,92.4,101.5,107.8,33.3%,19.9°,22.3°,44.4,11.1%,1,0.25,0.302,0.336,0.478,22.2%,44.4%,33.3%,42.2%,83.3%,86.7%,26.1%,29.6%,126
UC Davis,Zach Story,All,131,11,75.1,99.7,100.8,18.2%,30.5°,19.5°,36.4,0.0%,0,0.286,0.149,0.336,0.246,18.2%,45.5%,36.4%,40.5%,50.8%,93.3%,31.9%,18.9%,86
