Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
South Carolina,Kennedy Jones,All,72,7,98.3,107.2,107.9,57.1%,17.6°,14.0°,42.9,28.6%,2,0.3,.320,0.504,.522,14.3%,28.6%,28.6%,33.3%,64.0%,87.5%,17.0%,20.8%,113.0
Kennesaw State,Spencer Hanson,All,71,14,89.4,104.9,105.1,28.6%,20.5°,4.1°,35.7,7.1%,1,0.438,.384,0.504,.539,21.4%,21.4%,28.6%,47.9%,84.6%,95.5%,26.7%,14.7%,122.0
Notre Dame,TJ Williams,All,164,37,86.4,100.6,107.6,35.1%,11.7°,14.9°,48.6,8.1%,3,0.4,.309,0.503,.415,29.7%,27.0%,32.4%,50.6%,75.8%,95.7%,35.3%,18.1%,114.0
South Alabama,Joseph Sullivan,All,184,21,82.4,106.5,108.9,42.9%,15.2°,11.1°,28.6,9.5%,2,0.333,.255,0.503,.440,38.1%,23.8%,23.8%,38.6%,75.4%,81.6%,18.5%,25.4%,130.0
New Mexico State,Titus Dumitru,All,145,28,99.0,109.6,111.9,71.4%,12.4°,11.7°,42.9,17.9%,5,0.351,.386,0.503,.535,32.1%,21.4%,35.7%,30.3%,56.4%,100.0%,14.4%,9.1%,93.0
Louisville,Zion Rose,All,223,38,91.5,104.8,105.5,42.1%,16.9°,6.3°,21.1,0.0%,0,0.413,.277,0.503,.412,34.2%,13.2%,26.3%,44.4%,68.5%,87.3%,27.5%,18.2%,92.0
Queens (NC),Dillon Lewis,All,68,13,96.3,104.5,105.8,38.5%,4.2°,-6.0°,23.1,7.7%,1,0.4,.273,0.503,.416,46.2%,7.7%,23.1%,44.1%,80.0%,95.0%,23.3%,10.0%,123.0
Oklahoma,Isaiah Lane,All,104,22,86.5,98.1,100.8,45.5%,14.9°,8.0°,50.0,0.0%,0,0.458,.401,0.502,.475,27.3%,36.4%,36.4%,27.9%,48.9%,100.0%,11.9%,0.0%,127.0
Austin Peay,Conner Gore,All,52,9,86.1,98.5,101.0,33.3%,21.6°,28.0°,44.4,0.0%,0,0.364,.296,0.502,.483,11.1%,55.6%,22.2%,42.3%,68.0%,100.0%,18.5%,9.1%,184.0
Kentucky,Patrick Herrera,All,107,8,90.6,100.9,102.1,62.5%,0.7°,8.0°,50.0,0.0%,0,0.462,.328,0.502,.468,25.0%,0.0%,62.5%,36.4%,61.2%,93.3%,15.5%,12.8%,149.0
Southern Illinois,Jacob Allgeyer,All,63,12,87.6,103.1,105.1,25.0%,0.6°,5.7°,25.0,8.3%,1,0.357,.290,0.501,.442,58.3%,8.3%,16.7%,34.9%,56.7%,100.0%,15.2%,18.2%,119.0
Mercer,Parker Lester,All,49,10,90.7,104.2,104.4,40.0%,9.7°,12.2°,40.0,0.0%,0,0.455,.418,0.5,.491,40.0%,20.0%,40.0%,38.8%,63.6%,85.7%,18.5%,21.1%,116.0
UC Irvine,Woody Hadeen,All,75,14,86.1,97.9,98.5,35.7%,7.8°,3.3°,35.7,0.0%,0,0.438,.360,0.5,.470,50.0%,7.1%,35.7%,32.0%,59.4%,94.7%,11.6%,8.3%,134.0
Saint Joseph's,Ryan Weingartner,All,59,13,91.5,105.5,105.7,46.2%,25.9°,26.1°,46.2,23.1%,3,0.333,.341,0.5,.577,23.1%,46.2%,23.1%,37.3%,69.2%,88.9%,12.1%,18.2%,89.0
Charlotte,Carson Bayne,All,138,22,95.0,105.7,110.2,59.1%,13.0°,20.4°,45.5,4.5%,1,0.355,.295,0.5,.456,31.8%,27.3%,27.3%,50.7%,74.1%,85.0%,35.7%,28.6%,92.0
Georgia,Paul Toetz,All,200,43,93.3,107.5,111.1,53.5%,10.1°,12.7°,39.5,7.0%,3,0.38,.354,0.499,.472,37.2%,7.0%,39.5%,47.5%,76.3%,83.8%,20.4%,21.1%,111.0
Penn State,Adam Cecere,All,261,34,92.3,104.9,107.3,44.1%,15.4°,25.1°,38.2,14.7%,5,0.34,.281,0.499,.452,20.6%,38.2%,26.5%,42.9%,77.6%,75.9%,18.8%,28.6%,119.0
San Diego,Jakob Christian,All,175,28,92.8,107.1,108.9,46.4%,28.9°,22.4°,25.0,17.9%,5,0.306,.273,0.499,.437,28.6%,42.9%,10.7%,50.9%,77.6%,78.0%,30.3%,30.3%,97.0
USC,Brayden Dowd,All,99,20,83.0,93.7,96.5,5.0%,2.6°,13.1°,40.0,0.0%,0,0.478,.272,0.498,.342,45.0%,0.0%,40.0%,40.4%,61.7%,86.2%,21.2%,25.0%,70.0
Arizona State,Ethan Mendoza,All,60,17,92.8,100.5,101.0,47.1%,16.0°,11.2°,41.2,5.9%,1,0.471,.449,0.498,.511,23.5%,23.5%,35.3%,45.0%,64.5%,85.0%,24.1%,11.1%,97.0
Samford,Garrett Staton,All,148,26,90.3,102.5,104.0,53.8%,18.2°,12.4°,34.6,7.7%,2,0.364,.270,0.498,.385,30.8%,23.1%,26.9%,58.1%,85.2%,82.7%,39.1%,23.3%,81.0
Florida Atlantic,Andrew McKenna,All,58,9,83.5,98.7,99.0,22.2%,30.8°,38.5°,33.3,11.1%,1,0.273,.159,0.498,.306,11.1%,44.4%,22.2%,37.9%,59.4%,94.7%,11.5%,13.6%,94.0
Western Carolina,James Hinson,All,177,19,94.2,103.6,108.0,57.9%,6.7°,17.2°,36.8,10.5%,2,0.323,.233,0.497,.408,36.8%,36.8%,15.8%,33.3%,63.4%,82.2%,13.2%,27.1%,124.0
Presbyterian,Jackson Hugus,All,79,10,89.0,100.0,103.5,50.0%,15.5°,15.3°,40.0,0.0%,0,0.4,.178,0.497,.330,20.0%,20.0%,40.0%,41.8%,60.7%,76.5%,31.4%,42.4%,107.0
Portland,Ben Patacsil,All,58,7,87.6,96.1,96.4,42.9%,27.3°,22.4°,71.4,0.0%,0,0.375,.373,0.497,.547,14.3%,28.6%,42.9%,39.7%,72.7%,93.8%,19.4%,13.0%,140.0
UL Monroe,Matt Abshire,All,138,33,88.3,105.3,106.3,42.4%,17.1°,7.5°,33.3,9.1%,3,0.41,.333,0.497,.418,39.4%,24.2%,18.2%,47.8%,74.6%,90.0%,22.5%,16.7%,142.0
Memphis,Daunte Stuart,All,157,27,93.5,110.3,111.0,48.1%,14.7°,14.8°,33.3,0.0%,0,0.406,.330,0.496,.440,33.3%,18.5%,33.3%,35.7%,64.6%,97.6%,15.2%,10.7%,133.0
UNLV,Rylan Charles,All,110,21,84.3,102.4,102.9,33.3%,11.7°,19.6°,33.3,4.8%,1,0.385,.254,0.496,.357,38.1%,28.6%,23.8%,40.9%,60.4%,79.3%,25.8%,26.7%,75.0
Ohio State,Joseph Mershon,All,269,41,84.5,98.5,100.5,26.8%,13.6°,16.2°,34.1,0.0%,0,0.413,.250,0.496,.401,41.5%,24.4%,22.0%,34.2%,60.3%,91.4%,14.4%,13.0%,144.0
UTRGV,Hank Warren,All,59,12,89.7,97.7,101.0,25.0%,7.3°,0.0°,50.0,0.0%,0,0.462,.419,0.496,.461,41.7%,8.3%,41.7%,37.3%,82.6%,84.2%,8.3%,18.2%,180.0
Brown,Quinn Rooks,All,39,9,92.4,100.6,101.1,55.6%,10.1°,17.3°,55.6,0.0%,0,0.364,.332,0.496,.447,33.3%,22.2%,33.3%,48.7%,66.7%,83.3%,33.3%,21.1%,79.0
Florida State,Deamez Filipe' Ross,All,100,23,90.6,99.1,100.9,34.8%,8.6°,1.7°,34.8,0.0%,0,0.478,.323,0.496,.351,39.1%,13.0%,34.8%,43.0%,67.9%,88.9%,14.9%,11.6%,126.0
William & Mary,Christian Rush,All,76,14,92.2,103.0,103.9,42.9%,26.0°,13.2°,7.1,0.0%,0,0.353,.244,0.495,.408,35.7%,28.6%,7.1%,42.1%,70.0%,95.2%,23.9%,21.9%,129.0
Penn State,Grant Norris,All,219,38,92.0,108.0,112.0,55.3%,12.8°,12.9°,28.9,15.8%,6,0.346,.312,0.495,.421,42.1%,34.2%,15.8%,42.9%,71.7%,81.7%,19.2%,25.5%,115.0
UC Santa Barbara,Brendan Durfee,All,205,36,89.8,104.0,105.2,25.0%,24.7°,18.6°,44.4,5.6%,2,0.378,.255,0.495,.365,13.9%,41.7%,33.3%,44.9%,71.6%,82.5%,24.8%,23.9%,92.0
Houston,Ace Reese,All,157,24,92.3,106.1,107.2,45.8%,12.9°,9.2°,37.5,8.3%,2,0.406,.345,0.494,.450,33.3%,20.8%,33.3%,43.9%,69.8%,84.1%,26.6%,24.6%,94.0
UNLV,Parker Schmidt,All,80,15,82.5,100.3,101.9,26.7%,1.1°,22.2°,40.0,0.0%,0,0.4,.223,0.494,.348,53.3%,13.3%,26.7%,53.8%,82.4%,85.7%,32.6%,30.2%,85.0
Towson,Bryce Frederick,All,93,20,92.8,103.6,105.2,60.0%,10.4°,9.4°,30.0,0.0%,0,0.375,.329,0.494,.420,45.0%,25.0%,25.0%,51.6%,80.0%,96.9%,30.2%,18.8%,103.0
Southern Indiana,Terrick Thompson-Allen,All,155,24,85.8,101.4,105.4,37.5%,13.5°,14.8°,45.8,0.0%,0,0.405,.287,0.494,.428,25.0%,25.0%,41.7%,48.4%,72.3%,59.6%,31.1%,44.0%,79.0
Kansas,Chase Diggins,All,91,22,93.8,101.6,105.8,59.1%,13.2°,15.1°,50.0,9.1%,2,0.375,.408,0.494,.538,31.8%,22.7%,36.4%,40.7%,62.5%,88.0%,23.5%,21.6%,125.0
Loyola Marymount,Daalen Adderley,All,130,16,83.3,99.9,100.7,31.2%,0.9°,8.6°,25.0,6.2%,1,0.364,.177,0.493,.371,56.2%,6.2%,12.5%,44.6%,76.5%,74.4%,24.1%,24.1%,141.0
Virginia Tech,Gehrig Ebel,All,169,30,89.2,102.9,106.7,43.3%,16.2°,11.3°,40.0,3.3%,1,0.366,.290,0.493,.403,33.3%,23.3%,30.0%,39.1%,66.2%,75.6%,20.8%,27.3%,124.0
Southern Miss,Davis Gillespie,All,235,44,91.1,107.4,111.4,45.5%,15.0°,14.6°,38.6,15.9%,7,0.411,.357,0.493,.483,36.4%,34.1%,27.3%,48.1%,76.7%,89.4%,31.5%,22.1%,87.0
Loyola Marymount,Christian Dicochea,All,157,29,84.9,99.3,102.8,17.2%,1.4°,10.0°,41.4,0.0%,0,0.419,.318,0.492,.431,44.8%,0.0%,48.3%,49.7%,76.3%,93.3%,33.7%,12.8%,111.0
Florida Atlantic,Christian Adams,All,104,17,90.7,106.7,110.7,35.3%,12.5°,21.7°,23.5,5.9%,1,0.333,.189,0.492,.409,29.4%,23.5%,23.5%,45.2%,76.7%,84.8%,23.0%,17.0%,118.0
Dayton,Ivan Arias,All,128,18,81.7,97.6,102.0,11.1%,19.8°,17.7°,38.9,5.6%,1,0.333,.252,0.492,.376,33.3%,22.2%,33.3%,33.6%,48.6%,82.4%,28.0%,27.9%,103.0
Stanford,Ethan Hott,All,150,24,85.2,97.7,99.1,16.7%,5.6°,3.9°,37.5,0.0%,0,0.429,.354,0.492,.462,45.8%,8.3%,33.3%,40.0%,62.7%,89.2%,25.3%,15.0%,110.0
Virginia Tech,Garrett Michel,All,51,9,90.4,104.7,106.6,44.4%,5.0°,8.4°,33.3,11.1%,1,0.385,.346,0.492,.437,55.6%,22.2%,22.2%,49.0%,70.0%,71.4%,35.5%,44.0%,47.0
Mount St. Mary's,Scott Seeker,All,99,22,93.5,100.1,102.9,31.8%,25.2°,16.4°,40.9,9.1%,2,0.455,.232,0.492,.414,18.2%,40.9%,9.1%,43.4%,76.5%,84.6%,26.2%,18.6%,142.0
VCU,Brandon Eike,All,224,41,97.1,107.3,110.6,56.1%,11.0°,12.6°,34.1,9.8%,4,0.37,.367,0.491,.539,31.7%,24.4%,26.8%,42.4%,75.6%,95.2%,23.2%,14.7%,130.0
Georgia Southern,JD Kaiser,All,201,35,91.7,101.2,105.4,42.9%,24.6°,19.7°,45.7,5.7%,2,0.38,.276,0.491,.357,17.1%,22.9%,28.6%,51.2%,68.8%,85.5%,39.7%,35.9%,35.0
Nevada,Justin Acal,All,152,25,91.4,105.6,106.9,44.0%,15.3°,14.5°,36.0,8.0%,2,0.406,.308,0.49,.448,32.0%,12.0%,32.0%,46.1%,72.1%,86.4%,28.6%,20.0%,126.0
Siena,Noah Brooks,All,38,5,91.7,98.5,100.2,20.0%,40.3°,16.9°,20.0,0.0%,0,0.429,.075,0.49,.403,0.0%,20.0%,20.0%,44.7%,68.8%,90.9%,27.3%,23.5%,127.0
Queens (NC),JJ Sousa,All,34,5,87.3,96.5,98.3,20.0%,31.4°,11.1°,60.0,0.0%,0,0.429,.274,0.49,.339,0.0%,20.0%,60.0%,35.3%,57.1%,87.5%,20.0%,25.0%,83.0
Harvard,Ben Rounds,All,107,23,83.9,100.5,105.3,30.4%,6.8°,12.6°,39.1,4.3%,1,0.407,.326,0.49,.411,43.5%,13.0%,39.1%,37.4%,62.8%,92.6%,20.3%,15.0%,101.0
Central Arkansas,Drew Sturgeon,All,45,11,87.6,101.2,101.6,36.4%,1.7°,19.6°,36.4,0.0%,0,0.357,.353,0.49,.393,45.5%,18.2%,36.4%,53.3%,61.9%,84.6%,45.8%,25.0%,35.0
Hofstra,Luke Masiuk,All,90,13,88.4,104.9,105.8,38.5%,13.3°,16.9°,30.8,0.0%,0,0.375,.321,0.49,.448,38.5%,30.8%,23.1%,38.9%,70.0%,95.2%,23.3%,20.0%,117.0
Longwood,Jared Glinski,All,92,16,89.9,103.1,104.3,37.5%,15.9°,15.7°,25.0,0.0%,0,0.429,.286,0.489,.375,25.0%,31.2%,31.2%,44.6%,64.3%,66.7%,28.0%,36.6%,112.0
Akron,Sam Seeker,All,79,10,82.0,101.1,101.6,30.0%,11.4°,11.7°,20.0,0.0%,0,0.375,.270,0.488,.362,50.0%,20.0%,20.0%,38.0%,57.1%,90.0%,22.7%,26.7%,79.0
USC Upstate,Daniel Gernon,All,214,31,88.0,103.9,105.8,29.0%,11.1°,4.5°,32.3,0.0%,0,0.378,.297,0.488,.401,41.9%,22.6%,29.0%,33.6%,47.1%,85.0%,24.8%,25.0%,110.0
Bryant,Gavin Greger,All,27,7,86.0,92.3,92.9,14.3%,6.5°,-4.4°,42.9,0.0%,0,0.5,.340,0.488,.369,57.1%,14.3%,14.3%,51.9%,61.5%,87.5%,42.9%,21.4%,-8.0
VMI,Justin Starke,All,217,39,91.9,103.1,110.1,43.6%,14.4°,6.9°,38.5,5.1%,2,0.381,.337,0.488,.450,30.8%,25.6%,30.8%,37.8%,56.4%,82.5%,21.6%,17.1%,112.0
UT Martin,Andrew Fernandez,All,29,6,89.3,98.0,98.4,33.3%,12.9°,17.4°,16.7,0.0%,0,0.375,.177,0.488,.207,50.0%,33.3%,0.0%,62.1%,80.0%,75.0%,42.9%,27.8%,102.0
Campbell,Max Weller,All,70,6,85.5,100.8,101.3,33.3%,6.4°,24.1°,66.7,16.7%,1,0.3,.253,0.488,.448,33.3%,33.3%,33.3%,35.7%,70.4%,84.2%,14.0%,20.0%,146.0
San Jose State,Dalton Bowling,All,96,19,88.4,102.5,103.3,26.3%,11.0°,25.8°,47.4,10.5%,2,0.375,.259,0.487,.348,31.6%,31.6%,31.6%,47.9%,68.2%,93.3%,30.8%,17.4%,89.0
UT Arlington,Tyson Pointer,All,166,30,91.7,105.9,107.3,50.0%,9.6°,10.3°,33.3,10.0%,3,0.381,.290,0.487,.404,46.7%,16.7%,26.7%,48.2%,78.3%,90.7%,26.8%,17.5%,102.0
North Carolina,Luke Stevenson,All,241,37,92.0,107.0,111.7,48.6%,17.9°,24.6°,27.0,16.2%,6,0.283,.250,0.487,.450,35.1%,45.9%,8.1%,36.5%,63.4%,81.7%,13.2%,25.0%,117.0
Louisiana,Kyle DeBarge,All,221,51,92.4,104.6,108.9,41.2%,14.5°,10.2°,39.2,7.8%,4,0.375,.330,0.487,.443,35.3%,31.4%,25.5%,41.2%,70.1%,93.4%,22.4%,9.9%,128.0
NC State,Garrett Pennington,All,269,63,94.9,110.1,112.8,42.9%,17.9°,12.9°,36.5,12.7%,8,0.356,.338,0.487,.451,28.6%,15.9%,28.6%,54.6%,76.9%,91.1%,37.5%,21.8%,88.0
Cal State Fullerton,Nico Regino,All,122,17,90.2,103.7,107.1,47.1%,4.0°,12.5°,41.2,0.0%,0,0.417,.314,0.487,.425,41.2%,5.9%,35.3%,35.2%,57.4%,77.4%,17.6%,37.2%,103.0
Texas,Jalin Flores,All,253,53,90.5,103.7,107.3,39.6%,20.3°,18.2°,34.0,7.5%,4,0.365,.263,0.487,.416,28.3%,34.0%,18.9%,53.0%,76.0%,88.6%,36.9%,20.9%,69.0
Wright State,Benjamin Vore,All,112,16,94.0,108.8,111.7,62.5%,20.0°,12.2°,37.5,31.2%,5,0.333,.255,0.486,.471,37.5%,18.8%,18.8%,44.6%,62.5%,80.0%,34.7%,38.0%,59.0
UCLA,Jonathan Vaughns,All,53,8,93.0,102.3,104.1,62.5%,12.8°,8.9°,62.5,12.5%,1,0.385,.332,0.486,.437,25.0%,12.5%,62.5%,41.5%,76.0%,68.4%,10.7%,36.4%,115.0
UNC Greensboro,GC Jarman,All,65,7,87.3,93.3,96.2,14.3%,8.6°,5.0°,42.9,0.0%,0,0.462,.208,0.486,.424,57.1%,0.0%,28.6%,30.8%,66.7%,75.0%,9.8%,35.0%,122.0
North Dakota State,Jake Schaffner,All,52,11,82.4,91.4,99.9,9.1%,12.1°,16.9°,45.5,0.0%,0,0.467,.305,0.486,.307,45.5%,9.1%,27.3%,50.0%,75.0%,100.0%,34.4%,19.2%,102.0
Princeton,Jake Bold,All,73,12,92.7,107.5,109.4,58.3%,16.3°,24.5°,66.7,8.3%,1,0.357,.394,0.486,.521,25.0%,25.0%,50.0%,32.9%,60.0%,83.3%,14.0%,16.7%,149.0
Auburn,Cooper McMurray,All,318,42,92.1,106.8,108.2,59.5%,21.8°,21.2°,47.6,16.7%,7,0.339,.276,0.485,.442,19.0%,26.2%,35.7%,43.1%,65.7%,76.7%,26.0%,29.2%,76.0
Utah,Hunter Antillon,All,136,15,89.4,98.7,99.4,40.0%,23.4°,11.4°,26.7,6.7%,1,0.381,.231,0.485,.386,33.3%,26.7%,20.0%,47.8%,63.5%,62.5%,34.2%,30.8%,95.0
William & Mary,Trey Christman,All,110,13,82.8,97.8,99.5,38.5%,4.7°,12.3°,46.2,7.7%,1,0.4,.315,0.484,.382,38.5%,23.1%,30.8%,40.9%,68.9%,80.6%,21.5%,24.4%,120.0
William & Mary,Josiah Seguin,All,73,8,90.2,103.0,104.4,37.5%,-3.3°,12.0°,37.5,12.5%,1,0.385,.255,0.484,.435,50.0%,0.0%,37.5%,35.6%,60.7%,82.4%,20.0%,34.6%,113.0
LSU,Tommy White,All,317,66,92.3,106.6,110.7,43.9%,10.4°,16.4°,36.4,19.7%,13,0.316,.324,0.484,.469,34.8%,21.2%,24.2%,52.4%,78.7%,87.9%,32.6%,19.3%,87.0
Liberty,Brian McClellin,All,148,33,87.7,101.6,105.0,36.4%,17.9°,23.1°,42.4,9.1%,3,0.341,.245,0.484,.342,27.3%,45.5%,21.2%,54.1%,77.1%,81.5%,33.3%,26.2%,101.0
Fairfield,Zachary Selinger,All,35,5,83.7,104.0,109.0,20.0%,21.6°,14.7°,40.0,20.0%,1,0.333,.373,0.484,.448,20.0%,20.0%,40.0%,40.0%,68.8%,100.0%,15.8%,7.1%,164.0
Morehead State,Roman Kuntz,All,160,35,92.7,102.1,107.8,42.9%,31.2°,16.6°,25.7,14.3%,5,0.341,.256,0.484,.364,25.7%,51.4%,11.4%,46.2%,80.0%,82.7%,23.2%,24.3%,99.0
Notre Dame,Estevan Moreno,All,222,31,93.5,111.0,112.0,51.6%,17.3°,15.4°,41.9,22.6%,7,0.304,.274,0.484,.445,29.0%,32.3%,22.6%,47.7%,71.2%,85.1%,27.1%,26.4%,85.0
Centenary (LA),Clay Menard,All,67,6,85.1,87.8,88.6,0.0%,5.5°,-,33.3,0.0%,0,0.375,.207,0.484,.465,33.3%,0.0%,33.3%,23.9%,42.1%,75.0%,16.7%,18.8%,97.0
Army,Sam Ruta,All,89,9,92.8,104.4,106.2,44.4%,33.5°,19.0°,66.7,11.1%,1,0.273,.258,0.483,.483,0.0%,44.4%,33.3%,32.6%,63.0%,88.2%,19.4%,13.8%,124.0
Maryland,Elijah Lambros,All,170,29,90.2,102.8,106.2,44.8%,17.9°,17.7°,27.6,6.9%,2,0.342,.260,0.483,.411,41.4%,37.9%,13.8%,44.1%,70.3%,78.8%,24.0%,25.3%,134.0
South Dakota State,Cael Frost,All,105,26,92.0,112.6,112.8,46.2%,8.4°,16.7°,34.6,26.9%,7,0.333,.317,0.483,.485,38.5%,30.8%,15.4%,48.6%,66.0%,74.3%,30.8%,31.4%,72.0
Wofford,Daniel Jackson,All,139,19,91.7,103.5,105.6,57.9%,1.5°,6.6°,47.4,5.3%,1,0.37,.278,0.483,.396,52.6%,15.8%,26.3%,42.4%,66.7%,83.3%,22.4%,22.0%,107.0
Tennessee,Kavares Tears,All,291,47,91.9,108.3,112.3,53.2%,13.6°,13.6°,34.0,19.1%,9,0.349,.332,0.482,.457,38.3%,21.3%,29.8%,47.8%,71.1%,80.2%,27.6%,28.8%,72.0
Omaha,Grant Sommers,All,49,7,89.3,102.6,107.3,42.9%,14.1°,18.7°,57.1,14.3%,1,0.4,.359,0.482,.584,28.6%,28.6%,28.6%,49.0%,64.7%,90.9%,40.6%,20.8%,143.0
Illinois,Cal Hejza,All,216,30,87.0,97.8,102.8,26.7%,19.8°,13.0°,23.3,3.3%,1,0.341,.219,0.482,.415,36.7%,30.0%,13.3%,36.1%,52.0%,90.2%,22.9%,15.4%,119.0
Kennesaw State,Nick Hassan,All,71,21,93.0,104.0,106.3,52.4%,18.6°,10.9°,33.3,9.5%,2,0.391,.358,0.482,.463,33.3%,33.3%,19.0%,59.2%,84.8%,82.1%,36.8%,23.8%,97.0
Duke,AJ Gracia,All,304,47,90.2,105.5,107.5,38.3%,10.0°,7.6°,42.6,8.5%,4,0.406,.307,0.482,.426,38.3%,17.0%,29.8%,31.6%,48.9%,83.3%,17.8%,24.0%,90.0
Liberty,Kane Kepley,All,313,65,89.3,101.8,103.6,32.3%,7.3°,7.5°,36.9,3.1%,2,0.417,.333,0.482,.397,49.2%,13.8%,27.7%,40.3%,62.9%,91.1%,21.2%,11.1%,111.0
Western Carolina,Zach Ketterman,All,209,26,78.7,98.3,101.2,23.1%,19.8°,20.5°,42.3,0.0%,0,0.4,.203,0.481,.339,26.9%,26.9%,30.8%,46.4%,64.7%,81.8%,33.9%,32.0%,73.0
Texas Tech,Gavin Kash,All,233,52,89.6,104.8,108.9,51.9%,11.0°,8.7°,36.5,5.8%,3,0.397,.358,0.481,.456,46.2%,15.4%,28.8%,48.9%,70.5%,82.3%,35.9%,26.3%,61.0
Arizona State,Nick McLain,All,91,18,90.9,103.8,106.7,38.9%,29.3°,18.9°,38.9,11.1%,2,0.318,.248,0.481,.409,16.7%,33.3%,33.3%,52.7%,72.7%,87.5%,34.0%,18.8%,86.0
Illinois-Chicago,AJ Henkle,All,96,14,83.9,101.1,104.1,35.7%,-0.5°,20.4°,42.9,14.3%,2,0.353,.329,0.481,.518,42.9%,14.3%,28.6%,29.2%,61.1%,95.5%,10.0%,3.6%,158.0
Hofstra,Alex McCoy,All,157,27,94.4,105.5,109.6,55.6%,6.4°,5.0°,29.6,7.4%,2,0.394,.367,0.481,.464,44.4%,14.8%,29.6%,40.8%,66.2%,77.8%,21.3%,28.1%,97.0
Oregon State,Travis Bazzana,All,251,37,89.5,107.7,108.9,48.6%,6.1°,11.5°,27.0,8.1%,3,0.319,.276,0.48,.462,45.9%,10.8%,21.6%,32.3%,57.0%,85.2%,13.9%,18.5%,114.0
Richmond,DJ Pacheco,All,183,33,83.6,103.8,109.5,36.4%,-2.3°,11.8°,24.2,6.1%,2,0.39,.316,0.48,.421,48.5%,18.2%,18.2%,41.5%,64.4%,89.4%,26.4%,22.4%,118.0
Incarnate Word,Dalton Beck,All,56,10,90.0,104.3,107.5,70.0%,24.8°,23.3°,60.0,10.0%,1,0.333,.304,0.48,.437,10.0%,40.0%,40.0%,58.9%,81.2%,76.9%,29.2%,27.3%,112.0
Saint Mary's (CA),Coleman Schmidt,All,111,18,93.4,107.6,109.6,50.0%,18.7°,23.3°,27.8,22.2%,4,0.333,.280,0.48,.426,33.3%,38.9%,16.7%,47.7%,75.5%,56.8%,25.8%,47.2%,138.0
Texas A&M,Jackson Appel,All,218,42,96.5,103.2,108.4,64.3%,12.2°,10.2°,33.3,4.8%,2,0.404,.328,0.48,.513,38.1%,21.4%,26.2%,38.5%,58.1%,90.7%,24.0%,17.9%,99.0
Florida State,Marcos Dinges,All,227,49,94.9,110.3,112.4,49.0%,14.6°,8.7°,30.6,10.2%,5,0.404,.323,0.48,.414,34.7%,10.2%,30.6%,47.6%,72.3%,85.3%,30.1%,20.4%,131.0
Louisville,Logan Beard,All,149,32,90.8,102.4,108.1,40.6%,18.7°,13.0°,25.0,12.5%,4,0.342,.283,0.479,.367,34.4%,18.8%,15.6%,51.0%,74.2%,87.8%,32.5%,18.4%,90.0
Tennessee,Blake Burke,All,285,62,93.1,110.3,113.4,45.2%,14.6°,12.1°,32.3,14.5%,9,0.356,.333,0.479,.475,32.3%,27.4%,24.2%,51.6%,72.7%,90.3%,34.4%,14.3%,32.0
Miami,Dorian Gonzalez,All,223,52,89.9,102.1,105.4,44.2%,3.7°,10.7°,26.9,0.0%,0,0.444,.306,0.479,.389,46.2%,9.6%,32.7%,49.3%,70.8%,86.2%,27.3%,17.3%,59.0
Campbell,Andrew Schuldt,All,198,31,85.7,101.4,107.1,25.8%,18.9°,19.0°,51.6,3.2%,1,0.314,.290,0.479,.442,16.1%,41.9%,32.3%,32.3%,60.5%,82.6%,14.8%,20.3%,160.0
Utah Tech,Hunter Katschke,All,114,21,92.8,101.6,105.2,47.6%,29.2°,24.2°,28.6,4.8%,1,0.32,.190,0.479,.335,19.0%,38.1%,9.5%,47.4%,70.0%,77.1%,29.7%,22.2%,104.0
Centenary (LA),Collin Pitts,All,31,9,86.5,94.7,98.0,22.2%,25.9°,-0.1°,33.3,0.0%,0,0.4,.201,0.479,.219,22.2%,22.2%,22.2%,61.3%,90.9%,90.0%,45.0%,21.1%,36.0
New Mexico,Khalil Walker,All,80,14,85.2,97.9,98.5,28.6%,0.7°,22.6°,28.6,0.0%,0,0.438,.375,0.479,.492,57.1%,14.3%,14.3%,41.2%,71.4%,96.0%,17.8%,9.1%,151.0
Alvin,Alex Guejardo,All,65,10,78.4,90.2,91.7,0.0%,13.6°,-,50.0,0.0%,0,0.417,.358,0.479,.387,40.0%,10.0%,40.0%,38.5%,59.1%,100.0%,27.9%,4.0%,104.0
Towson,Brady Nathison,All,34,5,83.6,91.8,92.4,0.0%,13.6°,-,80.0,0.0%,0,0.375,.266,0.479,.322,20.0%,0.0%,80.0%,38.2%,61.1%,90.9%,12.5%,15.4%,117.0
Wake Forest,Jake Reinisch,All,298,55,93.0,107.3,111.9,56.4%,21.4°,15.1°,32.7,14.5%,8,0.342,.293,0.478,.434,25.5%,25.5%,27.3%,46.0%,70.0%,80.6%,24.7%,29.9%,47.0
North Dakota State,James Dunlap,All,51,7,86.6,93.8,96.5,14.3%,7.0°,32.3°,28.6,0.0%,0,0.333,.190,0.478,.293,42.9%,14.3%,28.6%,52.9%,77.3%,82.4%,34.5%,18.5%,108.0
Florida State,Jaime Ferrer,All,206,41,93.1,109.1,113.9,46.3%,17.5°,15.5°,24.4,12.2%,5,0.333,.313,0.478,.443,36.6%,14.6%,14.6%,52.4%,81.0%,88.2%,32.8%,25.0%,92.0
