Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Delaware,Josearmando Diaz,All,311,39,89.0,102.9,103.8,38.5%,23.7°,17.2°,28.2,10.3%,4,0.316,.225,0.431,.358,28.2%,35.9%,20.5%,34.1%,57.0%,81.8%,16.5%,21.7%,112.0
Northern Kentucky,Jake Paulick,All,271,36,91.7,108.1,109.7,41.7%,6.4°,8.6°,25.0,8.3%,3,0.319,.287,0.431,.376,55.6%,16.7%,13.9%,37.6%,51.6%,89.2%,25.5%,19.6%,66.0
Alcorn State,Nathan Gamez,All,79,10,90.9,99.6,101.4,30.0%,9.6°,15.2°,40.0,0.0%,0,0.385,.347,0.431,.436,40.0%,10.0%,20.0%,49.4%,67.9%,89.5%,39.2%,28.2%,57.0
Tennessee,Camden Bates,All,54,6,83.9,96.5,100.7,16.7%,27.5°,37.9°,0.0,0.0%,0,0.25,.063,0.431,.341,16.7%,66.7%,0.0%,46.3%,76.2%,87.5%,27.3%,28.0%,90.0
Northern Kentucky,Lane Peyton,All,59,10,82.4,98.5,101.0,30.0%,28.5°,20.5°,30.0,0.0%,0,0.357,.251,0.43,.322,10.0%,30.0%,40.0%,57.6%,78.3%,77.8%,44.4%,35.3%,39.0
Ole Miss,Jackson Ross,All,1013,131,91.3,105.1,108.5,43.5%,14.7°,12.1°,31.3,10.7%,14,0.278,.260,0.43,.432,34.4%,25.2%,24.4%,28.8%,47.7%,87.6%,15.4%,17.5%,113.0
Arizona State,Nick McLain,All,309,58,89.2,102.7,106.7,34.5%,15.5°,14.0°,29.3,5.2%,3,0.314,.247,0.43,.374,32.8%,17.2%,25.9%,44.3%,70.2%,85.9%,25.3%,17.5%,94.0
Creighton,Tate Gillen,All,361,48,84.4,98.2,99.0,22.9%,14.0°,6.7°,31.2,0.0%,0,0.283,.229,0.43,.403,35.4%,27.1%,20.8%,29.1%,44.7%,92.6%,17.7%,20.0%,88.0
Hofstra,Santino Rosso,All,549,114,89.5,103.8,109.7,43.9%,11.5°,12.0°,35.1,5.3%,6,0.343,.308,0.43,.404,39.5%,22.8%,25.4%,44.3%,71.6%,90.9%,26.6%,16.5%,109.0
Arizona,Brendan Summerhill,All,808,163,88.8,105.0,109.6,37.4%,11.9°,12.8°,36.8,8.6%,14,0.339,.286,0.43,.420,36.2%,21.5%,27.6%,46.3%,74.5%,91.1%,23.2%,13.4%,115.0
Eastern Michigan,Cooper Vance,All,192,36,79.1,95.3,99.9,8.3%,6.8°,14.5°,22.2,0.0%,0,0.31,.213,0.43,.300,41.7%,22.2%,16.7%,37.5%,63.1%,79.2%,17.6%,20.8%,139.0
Eastern Kentucky,Conner Davis,All,578,144,86.3,100.1,103.9,24.3%,16.3°,12.9°,43.8,2.1%,3,0.362,.293,0.43,.360,27.1%,20.1%,34.0%,51.7%,77.1%,90.8%,32.0%,18.7%,108.0
Cornell,Matthew Barnhorst,All,216,38,89.3,103.3,106.4,36.8%,12.3°,19.3°,26.3,5.3%,2,0.321,.250,0.43,.357,34.2%,23.7%,21.1%,50.9%,67.4%,86.2%,40.0%,32.7%,58.0
Saint Joseph's,Justin Igoe,All,161,16,86.2,100.9,101.0,37.5%,12.4°,24.4°,50.0,6.2%,1,0.267,.232,0.43,.379,25.0%,43.8%,25.0%,32.9%,60.3%,68.4%,15.3%,41.5%,128.0
Saint Peter's,Ashby Vining,All,64,15,86.1,105.9,108.4,46.7%,5.2°,13.8°,33.3,6.7%,1,0.368,.300,0.43,.411,40.0%,13.3%,33.3%,42.2%,65.4%,100.0%,26.3%,18.5%,113.0
Marist,Ethan Conrad,All,370,63,90.9,105.0,109.4,38.1%,6.0°,11.4°,31.7,4.8%,3,0.325,.279,0.43,.418,41.3%,19.0%,23.8%,44.6%,68.7%,85.9%,30.9%,21.8%,77.0
San Jose State,Jared Lewis,All,180,22,85.4,97.9,99.6,22.7%,5.6°,14.4°,31.8,0.0%,0,0.351,.176,0.429,.277,50.0%,13.6%,27.3%,37.8%,56.4%,81.8%,23.5%,36.8%,80.0
Richmond,Jordan Jaffe,All,692,107,90.2,106.6,110.1,39.3%,17.3°,17.0°,44.9,6.5%,7,0.317,.284,0.429,.407,22.4%,29.0%,35.5%,42.8%,67.3%,87.8%,26.0%,20.9%,101.0
New Mexico State,Steve Solorzano,All,434,74,85.6,100.2,103.2,29.7%,5.9°,12.2°,33.8,0.0%,0,0.34,.311,0.429,.394,51.4%,13.5%,27.0%,41.5%,64.7%,91.8%,26.5%,20.0%,113.0
Stephen F. Austin,Cal Martin,All,142,19,90.3,103.4,104.3,47.4%,7.9°,17.9°,31.6,15.8%,3,0.296,.280,0.429,.420,36.8%,31.6%,15.8%,35.9%,65.5%,89.5%,15.5%,19.6%,131.0
Loyola Marymount,Christian Dicochea,All,617,139,84.9,98.6,104.8,21.6%,11.7°,12.2°,34.5,2.2%,3,0.351,.308,0.429,.388,39.6%,19.4%,31.7%,49.9%,79.6%,91.6%,31.0%,15.3%,105.0
Baylor,Cole Posey,All,414,82,88.4,103.4,107.3,29.3%,11.8°,6.9°,34.1,4.9%,4,0.333,.258,0.429,.379,35.4%,24.4%,23.2%,38.4%,62.8%,88.8%,15.8%,19.5%,102.0
Clemson,Jacob Hinderleider,All,914,147,92.5,107.8,110.6,50.3%,12.3°,11.5°,34.7,8.8%,13,0.338,.284,0.429,.414,35.4%,21.1%,29.9%,46.7%,66.1%,80.4%,31.0%,30.4%,76.0
Eastern Kentucky,Max Williams,All,574,126,87.8,101.5,105.5,31.7%,16.8°,9.6°,29.4,0.8%,1,0.329,.256,0.429,.329,34.1%,27.0%,23.8%,51.9%,82.4%,87.0%,31.1%,19.5%,102.0
Austin Peay,Ambren Voitik,All,540,114,88.5,102.6,108.1,35.1%,13.9°,9.1°,37.7,2.6%,3,0.355,.278,0.429,.371,31.6%,21.1%,28.9%,52.6%,79.3%,87.2%,31.7%,20.1%,82.0
Fairleigh Dickinson,Hunter D'Amato,All,116,30,86.4,99.1,102.3,23.3%,13.6°,7.3°,40.0,0.0%,0,0.419,.332,0.429,.391,36.7%,20.0%,36.7%,50.0%,80.8%,85.7%,25.0%,12.1%,154.0
UMass Lowell,Alex Luccini,All,252,39,90.9,104.9,105.8,46.2%,14.9°,22.6°,41.0,15.4%,6,0.317,.258,0.429,.419,33.3%,30.8%,25.6%,44.8%,73.3%,70.3%,25.8%,38.1%,89.0
Appalachian State,Drew Holderbach,All,659,104,88.5,104.2,106.4,32.7%,14.2°,11.7°,37.5,2.9%,3,0.323,.284,0.429,.379,32.7%,17.3%,30.8%,39.8%,63.6%,88.1%,20.9%,18.7%,107.0
Charleston Southern,Chandler Tuupo,All,536,104,87.7,104.4,107.0,38.5%,9.8°,9.2°,32.7,4.8%,5,0.333,.303,0.429,.393,42.3%,9.6%,26.0%,47.6%,71.4%,86.7%,32.2%,22.4%,95.0
Purdue,Logan Sutter,All,474,59,90.7,105.5,108.0,45.8%,15.3°,18.3°,33.9,8.5%,5,0.302,.251,0.429,.409,35.6%,20.3%,23.7%,40.9%,68.3%,75.4%,19.5%,29.4%,109.0
Charlotte,AJ Bianchina,All,291,45,86.7,98.3,100.0,33.3%,9.4°,10.9°,26.7,4.4%,2,0.316,.249,0.429,.359,48.9%,26.7%,17.8%,43.6%,66.9%,86.8%,23.2%,21.3%,109.0
Houston,Kenneth Jimenez,All,474,70,85.7,100.4,109.3,27.1%,6.8°,7.0°,31.4,0.0%,0,0.329,.267,0.428,.384,47.1%,15.7%,25.7%,31.0%,52.2%,87.2%,14.3%,18.4%,119.0
Butler,Carter Dorighi,All,581,126,87.1,100.3,106.0,27.0%,4.2°,11.3°,38.1,2.4%,3,0.367,.293,0.428,.365,42.9%,11.1%,31.0%,44.4%,61.0%,95.2%,29.8%,12.0%,82.0
Oklahoma,John Spikerman,All,641,123,91.0,103.8,107.9,40.7%,10.8°,11.3°,35.8,2.4%,3,0.362,.305,0.428,.418,38.2%,16.3%,29.3%,46.2%,68.4%,92.0%,27.4%,15.9%,80.0
Saint Louis,Easton Richter,All,154,22,95.1,101.5,105.6,45.5%,21.1°,18.9°,31.8,0.0%,0,0.296,.264,0.428,.424,27.3%,13.6%,27.3%,35.1%,63.4%,84.6%,24.8%,16.7%,143.0
Texas Tech,Drew Woodcox,All,612,93,94.5,110.1,111.4,58.1%,14.4°,12.3°,34.4,12.9%,12,0.311,.302,0.428,.435,34.4%,23.7%,25.8%,36.8%,61.6%,90.1%,20.2%,20.9%,98.0
Rice,Aric Anderson,All,50,5,90.8,102.5,103.9,40.0%,21.0°,26.1°,40.0,40.0%,2,0.2,.180,0.428,.389,40.0%,60.0%,0.0%,42.0%,68.4%,92.3%,25.8%,28.6%,106.0
New Orleans,Miguel Useche,All,576,102,89.4,101.3,104.4,38.2%,19.0°,14.9°,36.3,1.0%,1,0.331,.285,0.428,.410,26.5%,23.5%,30.4%,37.8%,67.8%,92.8%,15.7%,14.7%,139.0
Rhode Island,Anthony DePino,All,566,87,90.5,106.2,111.6,40.2%,28.1°,21.5°,33.3,13.8%,12,0.287,.277,0.428,.452,19.5%,37.9%,21.8%,44.7%,70.3%,89.4%,27.3%,22.5%,94.0
Arkansas,Ben McLaughlin,All,993,158,90.8,104.5,107.9,46.2%,13.7°,14.5°,37.3,9.5%,15,0.304,.326,0.428,.476,33.5%,23.4%,26.6%,36.5%,58.8%,88.5%,21.5%,14.4%,110.0
NJIT,Raymond Ortiz,All,184,28,87.5,101.2,105.3,32.1%,18.2°,14.2°,46.4,3.6%,1,0.333,.246,0.427,.326,28.6%,32.1%,32.1%,47.8%,76.8%,76.2%,24.5%,34.1%,100.0
Monmouth,Wyatt Hunt,All,147,27,88.7,102.2,104.6,33.3%,2.9°,12.2°,40.7,0.0%,0,0.355,.302,0.427,.433,40.7%,7.4%,37.0%,34.7%,64.8%,94.3%,17.2%,13.7%,137.0
Austin Peay,Jaden Brown,All,480,85,93.7,109.6,112.3,48.2%,10.9°,9.2°,34.1,12.9%,11,0.342,.288,0.427,.411,35.3%,15.3%,28.2%,50.6%,79.6%,81.7%,28.8%,28.0%,102.0
USF,Ben Rozenblum,All,647,109,86.7,102.0,104.7,34.9%,10.5°,14.0°,31.2,2.8%,3,0.315,.249,0.427,.369,37.6%,19.3%,25.7%,46.4%,72.6%,83.3%,21.6%,24.0%,128.0
Texas A&M,Ted Burton,All,944,126,93.6,106.7,109.0,51.6%,17.9°,14.7°,29.4,11.9%,15,0.292,.274,0.427,.432,31.0%,21.4%,19.8%,37.0%,62.5%,83.1%,15.1%,21.8%,124.0
UC San Diego,Nick Costello,All,231,19,87.6,101.8,104.1,47.4%,13.8°,22.4°,47.4,10.5%,2,0.257,.216,0.427,.404,31.6%,31.6%,26.3%,30.3%,52.0%,66.7%,14.3%,37.1%,129.0
Western Michigan,Josh Swinehart,All,134,22,91.2,107.6,108.5,45.5%,11.3°,8.7°,50.0,4.5%,1,0.345,.325,0.427,.388,27.3%,22.7%,45.5%,42.5%,69.6%,82.1%,23.1%,28.1%,138.0
Delaware,Chris Dengler,All,238,49,87.6,104.9,106.2,38.8%,11.7°,12.0°,34.7,6.1%,3,0.364,.354,0.427,.456,40.8%,14.3%,30.6%,39.1%,62.6%,91.9%,22.3%,16.1%,123.0
Belmont,Mason Landers,All,628,143,90.3,103.1,109.1,42.0%,18.7°,14.2°,28.0,7.0%,10,0.313,.292,0.427,.405,32.9%,25.9%,18.9%,45.2%,73.5%,89.4%,25.6%,18.0%,95.0
Fairfield,Matt Bergevin,All,277,39,87.8,105.8,112.0,33.3%,16.4°,17.0°,35.9,12.8%,5,0.263,.234,0.427,.367,33.3%,33.3%,23.1%,39.0%,63.6%,81.7%,17.6%,27.8%,102.0
Georgia College,Camden McNearney,All,133,32,89.2,101.0,104.1,27.6%,16.9°,16.1°,58.6,6.2%,2,0.342,.340,0.427,.555,27.6%,34.5%,37.9%,48.1%,77.8%,95.2%,27.8%,7.8%,104.0
Houston,Harold Coll,All,708,139,90.0,105.1,109.4,42.4%,15.8°,12.9°,38.1,5.0%,7,0.315,.298,0.427,.388,33.1%,18.0%,33.8%,51.3%,71.4%,93.5%,36.4%,18.5%,76.0
Brown,Gunner Boree,All,407,51,88.7,103.9,110.0,31.4%,12.3°,14.7°,35.3,3.9%,2,0.311,.226,0.426,.389,39.2%,25.5%,21.6%,33.7%,61.9%,77.1%,12.1%,26.3%,137.0
UNLV,Alex Pimentel,All,233,43,88.4,105.7,107.5,39.5%,15.6°,15.5°,41.9,11.6%,5,0.339,.269,0.426,.390,32.6%,30.2%,32.6%,42.5%,72.6%,85.7%,17.3%,23.2%,103.0
UT Martin,Andrew Fernandez,All,224,43,87.5,98.6,102.3,27.9%,16.2°,17.6°,39.5,4.7%,2,0.314,.289,0.426,.394,37.2%,32.6%,23.3%,46.4%,73.6%,82.8%,29.2%,23.1%,112.0
Oklahoma,Easton Carmichael,All,930,199,91.3,104.9,109.5,43.2%,13.9°,14.6°,38.7,5.5%,11,0.368,.324,0.426,.419,33.2%,26.1%,30.2%,54.8%,81.1%,84.9%,32.8%,21.8%,90.0
Michigan State,Nicklas Williams,All,738,122,86.5,100.6,103.3,35.2%,9.9°,13.6°,45.1,0.0%,0,0.328,.331,0.426,.441,38.5%,18.9%,35.2%,33.3%,55.1%,89.7%,17.1%,12.6%,120.0
Dayton,Carlos Castillo,All,311,59,85.9,101.3,105.3,35.6%,10.4°,15.9°,33.9,3.4%,2,0.343,.314,0.426,.390,35.6%,25.4%,27.1%,43.4%,63.9%,88.5%,30.2%,18.5%,93.0
Campbell,Reed Stallman,All,774,97,88.7,106.6,109.7,42.3%,23.1°,20.1°,37.1,14.4%,14,0.24,.258,0.426,.439,20.6%,38.1%,25.8%,32.7%,60.0%,84.7%,13.9%,19.8%,138.0
VMI,Trey Morgan,All,602,100,86.8,98.6,101.6,22.0%,14.1°,18.3°,33.0,1.0%,1,0.333,.253,0.425,.396,33.0%,27.0%,25.0%,37.0%,57.2%,83.2%,20.5%,17.5%,108.0
Western Carolina,Zach Ketterman,All,666,103,87.7,103.0,106.7,41.7%,17.7°,17.8°,43.7,2.9%,3,0.327,.260,0.425,.380,28.2%,25.2%,32.0%,46.1%,70.8%,84.1%,29.6%,26.1%,107.0
Mount St. Mary's,Braden Ramirez,All,54,8,89.9,100.7,101.1,50.0%,13.8°,12.1°,50.0,0.0%,0,0.333,.220,0.425,.264,25.0%,25.0%,50.0%,42.6%,66.7%,81.2%,23.3%,21.7%,120.0
Pepperdine,Connor Walsh,All,679,101,87.3,100.3,108.4,36.6%,15.7°,20.7°,33.7,3.0%,3,0.36,.263,0.425,.392,30.7%,30.7%,27.7%,41.4%,66.4%,79.6%,22.1%,25.6%,123.0
Lenoir-Rhyne,Tyler McPeak,All,45,12,91.9,103.4,106.0,58.3%,19.1°,18.2°,50.0,8.3%,1,0.308,.368,0.425,.505,25.0%,25.0%,33.3%,51.1%,81.8%,83.3%,21.7%,17.4%,152.0
Virginia,Casey Saucke II,All,824,150,92.2,108.8,111.4,46.7%,10.6°,10.1°,30.0,12.0%,18,0.353,.298,0.425,.430,41.3%,20.0%,24.7%,49.3%,72.8%,87.1%,33.5%,24.1%,74.0
Louisville,Ryan McCoy,All,779,93,95.0,110.8,113.2,61.3%,14.3°,13.8°,37.6,15.1%,14,0.301,.288,0.425,.420,36.6%,23.7%,26.9%,42.4%,72.2%,81.4%,22.3%,32.7%,108.0
Saint Louis,Patrick Clohisy,All,107,19,90.8,104.8,104.9,31.6%,1.1°,12.7°,31.6,15.8%,3,0.208,.272,0.425,.498,47.4%,10.5%,21.1%,33.6%,54.2%,100.0%,27.7%,25.0%,150.0
NJIT,Kevin Putsky,All,166,27,86.9,103.2,108.0,37.0%,11.2°,9.2°,51.9,3.7%,1,0.282,.261,0.425,.435,33.3%,33.3%,25.9%,43.4%,59.2%,83.3%,31.6%,30.6%,72.0
Saint Peter's,Logan Baker,All,81,18,85.5,99.4,100.0,33.3%,12.0°,19.5°,44.4,0.0%,0,0.278,.313,0.425,.449,27.8%,16.7%,38.9%,39.5%,76.9%,90.0%,21.8%,6.2%,162.0
Nevada,JR Freethy,All,722,127,89.7,104.2,111.6,37.8%,22.9°,23.8°,39.4,7.9%,10,0.296,.273,0.425,.424,20.5%,38.6%,26.8%,36.6%,57.4%,92.3%,20.1%,13.3%,114.0
California Baptist,Julian Alvarez,All,44,6,87.0,99.7,100.6,33.3%,-1.1°,14.2°,50.0,0.0%,0,0.429,.373,0.425,.472,50.0%,0.0%,50.0%,38.6%,55.6%,100.0%,26.9%,11.8%,101.0
Utah Valley,Calyn Halvorson,All,434,89,88.0,102.5,105.8,40.4%,13.8°,8.9°,29.2,3.4%,3,0.34,.270,0.425,.351,34.8%,18.0%,23.6%,47.0%,69.7%,90.1%,29.7%,20.6%,104.0
Abilene Christian,Benjamin Greer,All,505,71,88.2,101.7,106.4,38.0%,13.2°,11.2°,36.6,2.8%,2,0.357,.255,0.425,.373,39.4%,18.3%,29.6%,39.4%,67.2%,84.6%,15.8%,24.1%,126.0
High Point,Xavier Cumbee,All,69,7,84.1,103.9,108.0,14.3%,4.3°,18.0°,57.1,14.3%,1,0.308,.119,0.425,.210,28.6%,28.6%,28.6%,46.4%,62.5%,85.0%,32.4%,31.2%,68.0
Jacksonville State,Bear Madliak,All,611,120,89.3,104.9,107.7,39.2%,17.4°,10.6°,27.5,7.5%,9,0.353,.280,0.425,.387,36.7%,23.3%,21.7%,43.7%,66.1%,90.6%,27.4%,18.4%,98.0
Wake Forest,Seaver King,All,806,192,93.7,110.9,117.2,50.5%,4.9°,5.8°,29.2,9.9%,19,0.314,.327,0.424,.428,45.3%,18.8%,22.9%,52.6%,76.0%,86.1%,33.8%,21.5%,78.0
Southern Miss,Dalton McIntyre,All,852,172,84.8,99.7,104.6,27.3%,-0.7°,2.9°,25.6,0.0%,0,0.396,.258,0.424,.343,55.8%,11.0%,20.9%,41.2%,65.1%,89.6%,21.6%,15.7%,89.0
Sacramento State,Jaxon Byrd,All,234,39,87.5,101.3,106.5,38.5%,18.0°,3.8°,33.3,2.6%,1,0.327,.245,0.424,.349,28.2%,20.5%,33.3%,49.1%,78.5%,68.5%,29.8%,38.3%,100.0
Towson,Jordan Peyton,All,575,127,83.4,97.6,100.4,18.1%,11.2°,4.9°,40.2,0.0%,0,0.373,.263,0.424,.340,43.3%,14.2%,29.9%,46.1%,68.9%,91.2%,24.4%,11.3%,110.0
Houston,Tristan Moore,All,39,5,85.3,98.2,99.8,40.0%,50.0°,38.4°,20.0,0.0%,0,0.143,.121,0.424,.349,0.0%,40.0%,20.0%,33.3%,63.6%,85.7%,21.4%,38.5%,96.0
Holy Cross,Brendan Jones,All,191,29,84.5,96.3,99.8,20.7%,8.7°,9.4°,34.5,0.0%,0,0.382,.302,0.424,.386,37.9%,17.2%,34.5%,31.4%,48.0%,94.4%,20.7%,21.7%,100.0
Dallas Baptist,Alex Pendergast,All,564,114,90.5,105.0,109.9,47.4%,9.9°,12.0°,35.1,6.1%,7,0.316,.318,0.424,.425,39.5%,19.3%,29.8%,42.4%,65.5%,90.6%,22.4%,17.6%,116.0
Georgia Tech,Cam Jones,All,858,157,88.4,103.2,107.0,33.1%,10.3°,9.0°,35.7,2.5%,4,0.346,.312,0.424,.401,43.3%,18.5%,28.7%,34.7%,52.8%,94.7%,22.0%,11.7%,95.0
Mount St. Mary's,Scott Seeker,All,444,74,89.8,103.4,108.7,35.1%,16.6°,16.4°,39.2,4.1%,3,0.344,.262,0.424,.387,28.4%,29.7%,25.7%,45.3%,73.5%,83.2%,29.1%,20.4%,106.0
Tufts,Malcolm Whitfield,All,71,9,90.8,102.0,104.9,44.4%,13.6°,9.5°,44.4,0.0%,0,0.286,.232,0.424,.290,44.4%,22.2%,33.3%,36.6%,56.0%,85.7%,26.1%,26.9%,95.0
Alvin,Alex Guejardo,All,162,25,82.2,94.7,96.9,8.0%,9.2°,2.2°,32.0,0.0%,0,0.31,.282,0.424,.373,52.0%,16.0%,20.0%,30.2%,48.5%,93.8%,17.7%,6.1%,107.0
North Georgia,Brady Skipper,All,281,45,86.5,96.9,101.4,16.3%,25.0°,30.3°,44.2,0.0%,0,0.333,.261,0.424,.367,25.0%,37.5%,37.5%,50.5%,70.2%,77.4%,27.7%,22.5%,119.0
Rutgers,Ty Doucette,All,586,122,91.0,105.4,112.1,37.7%,13.3°,17.0°,34.4,13.1%,16,0.336,.281,0.423,.459,31.1%,20.5%,18.9%,50.2%,78.2%,87.5%,32.7%,22.8%,93.0
Wake Forest,Antonio Morales,All,254,53,88.0,99.7,101.5,26.4%,7.8°,8.8°,22.6,0.0%,0,0.312,.240,0.423,.326,45.3%,24.5%,17.0%,38.2%,57.7%,90.1%,19.8%,19.6%,117.0
Niagara,Nick Monile,All,184,37,80.8,96.9,98.9,16.2%,-10.5°,9.0°,27.0,0.0%,0,0.333,.264,0.423,.349,64.9%,5.4%,24.3%,32.1%,56.8%,100.0%,12.6%,3.4%,155.0
Oregon State,Elijah Hainline,All,797,113,95.4,106.8,111.0,62.8%,14.3°,14.1°,38.1,13.3%,15,0.296,.294,0.423,.453,31.0%,24.8%,30.1%,36.9%,59.5%,83.1%,18.5%,24.8%,115.0
Pittsburgh,Josh Spiegel,All,97,14,97.2,107.8,108.4,78.6%,11.0°,12.7°,35.7,21.4%,3,0.273,.311,0.423,.446,35.7%,21.4%,21.4%,46.4%,69.0%,72.4%,29.1%,31.1%,70.0
Kansas State,Brendan Jones,All,937,147,88.4,103.7,109.1,43.5%,16.8°,12.4°,31.3,4.8%,7,0.309,.267,0.423,.420,36.1%,26.5%,21.8%,37.2%,64.2%,87.1%,17.4%,19.5%,127.0
UC Santa Barbara,Nick Oakley,All,711,138,89.4,102.8,106.7,34.8%,9.6°,9.8°,34.1,5.8%,8,0.353,.289,0.423,.392,41.3%,14.5%,28.3%,47.4%,72.5%,91.7%,30.7%,17.2%,90.0
Campbell,Andrew Schuldt,All,700,106,87.1,101.9,107.1,32.1%,13.1°,12.5°,40.6,3.8%,4,0.315,.298,0.423,.413,34.9%,28.3%,25.5%,33.7%,56.1%,88.3%,14.8%,17.8%,122.0
Western Kentucky,Ethan Lizama,All,507,102,91.7,105.3,110.7,50.0%,18.9°,13.0°,36.3,9.8%,10,0.344,.279,0.423,.393,26.5%,23.5%,30.4%,48.3%,70.5%,83.8%,30.4%,24.5%,87.0
Utah Tech,Hunter Katschke,All,621,114,91.2,105.9,110.5,44.7%,10.6°,11.5°,28.9,7.0%,8,0.313,.265,0.423,.372,43.9%,18.4%,18.4%,47.2%,72.6%,83.4%,28.2%,29.7%,95.0
Santa Clara,Jon Jon Berring,All,614,90,86.3,100.3,104.9,30.0%,10.4°,8.5°,28.9,4.4%,4,0.305,.231,0.423,.370,42.2%,25.6%,18.9%,40.6%,70.1%,78.1%,19.7%,28.9%,125.0
Alvin,JJ Olivarez,All,103,15,89.3,100.6,101.6,46.7%,12.9°,19.0°,60.0,0.0%,0,0.381,.323,0.423,.408,26.7%,20.0%,53.3%,49.5%,64.9%,83.3%,40.9%,29.4%,41.0
Southern Illinois,Justin Keuss,All,83,12,87.8,100.4,101.6,50.0%,18.3°,14.6°,33.3,8.3%,1,0.214,.287,0.423,.433,41.7%,16.7%,25.0%,30.1%,52.6%,90.0%,11.1%,12.0%,138.0
Oklahoma Christian,Antonio Sabala,All,69,9,82.2,91.7,97.6,11.1%,16.1°,-,44.4,0.0%,0,0.364,-,0.422,-,22.2%,44.4%,33.3%,46.4%,70.0%,90.5%,28.2%,9.4%,
Utah Valley,Garrett Broussard,All,447,97,88.1,100.8,103.7,36.1%,18.0°,12.5°,37.1,4.1%,4,0.336,.275,0.422,.375,32.0%,17.5%,27.8%,49.4%,69.6%,85.9%,32.5%,21.7%,74.0
Kansas State,Brady Day,All,910,165,90.8,104.5,107.6,40.0%,13.5°,10.0°,35.2,4.2%,7,0.328,.313,0.422,.417,37.6%,19.4%,29.7%,37.3%,59.7%,97.2%,18.7%,12.7%,87.0
High Point,Miggy Echazarreta,All,540,69,83.8,97.7,101.2,20.3%,9.2°,15.1°,39.1,0.0%,0,0.33,.264,0.422,.395,40.6%,20.3%,33.3%,30.6%,53.3%,91.4%,12.3%,13.9%,126.0
Mount St. Mary's,Efrain Correa,All,171,37,87.4,103.4,105.2,29.7%,17.3°,22.1°,35.1,8.1%,3,0.319,.265,0.422,.349,21.6%,29.7%,29.7%,48.0%,70.9%,80.4%,28.3%,26.8%,102.0
Mars Hill,Jaden James,All,249,55,84.3,102.5,106.2,25.5%,13.7°,13.8°,38.2,3.6%,2,0.349,.319,0.422,.373,34.5%,20.0%,34.5%,48.2%,75.2%,96.1%,29.7%,11.7%,94.0
UL Monroe,Easton Winfield,All,714,130,87.6,105.2,111.5,33.1%,7.9°,10.2°,34.6,7.7%,10,0.337,.255,0.422,.384,42.3%,15.4%,23.1%,46.4%,71.8%,77.6%,27.4%,27.2%,101.0
Arizona,Andrew Cain,All,310,51,90.4,106.8,108.9,51.0%,19.9°,17.0°,43.1,13.7%,7,0.31,.304,0.422,.428,27.5%,29.4%,31.4%,41.9%,70.8%,80.4%,19.1%,25.4%,121.0
James Madison,Jason Schiavone,All,962,127,90.5,107.4,110.3,48.0%,21.6°,17.0°,37.0,12.6%,16,0.273,.250,0.421,.393,26.0%,26.0%,24.4%,43.1%,70.8%,80.3%,22.1%,27.5%,117.0
Dallas Baptist,Ben Tyron,All,83,17,93.2,106.7,108.0,52.9%,22.6°,16.7°,23.5,11.8%,2,0.3,.314,0.421,.445,29.4%,35.3%,17.6%,41.0%,61.1%,95.5%,25.5%,26.5%,63.0
Ohio State,Joseph Mershon,All,760,117,86.9,99.3,104.6,35.9%,14.7°,17.4°,47.9,2.6%,3,0.328,.292,0.421,.426,34.2%,23.9%,30.8%,38.4%,66.9%,90.7%,15.6%,13.7%,140.0
UNLV,Parker Schmidt,All,369,65,84.1,101.1,103.6,27.7%,6.8°,9.5°,29.2,1.5%,1,0.354,.244,0.421,.367,47.7%,16.9%,23.1%,45.8%,74.8%,90.3%,25.7%,26.0%,108.0
San Jose State,Theo Hardy,All,483,84,87.4,99.6,101.8,33.3%,14.5°,17.2°,35.7,1.2%,1,0.295,.231,0.421,.355,34.5%,23.8%,31.0%,46.4%,74.6%,83.0%,26.9%,25.9%,117.0
Tennessee Tech,Hayden Gilliland,All,152,26,88.1,106.3,107.5,34.6%,11.4°,18.5°,26.9,11.5%,3,0.267,.323,0.421,.476,38.5%,26.9%,23.1%,35.5%,66.0%,88.6%,19.2%,20.4%,148.0
Iowa,Andy Nelson,All,704,96,91.1,106.6,112.8,46.9%,12.2°,7.1°,27.1,6.2%,6,0.313,.266,0.421,.395,46.9%,13.5%,25.0%,34.7%,56.3%,84.7%,18.4%,25.0%,111.0
Georgetown,Owen Carapellotti,All,365,54,90.1,105.9,110.4,38.9%,21.7°,17.4°,40.7,9.3%,5,0.3,.294,0.421,.457,22.2%,31.5%,31.5%,43.3%,77.5%,79.5%,19.2%,25.3%,131.0
Oregon State,Wilson Weber,All,420,72,92.6,109.2,112.5,47.2%,15.4°,16.7°,31.9,16.7%,12,0.275,.293,0.421,.433,36.1%,25.0%,22.2%,36.2%,59.3%,83.3%,18.5%,27.0%,97.0
Mars Hill,Zach Weaver,All,307,43,92.2,105.9,108.3,46.5%,11.7°,15.8°,23.3,11.6%,5,0.269,.232,0.421,.347,41.9%,20.9%,16.3%,46.3%,72.4%,81.0%,30.4%,28.9%,103.0
